Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
1doseVaricellaVaccinationPoverty,Unknown poverty,IL,50.000000,95.200000,85.600000,98.500000,2004
1doseVaricellaVaccinationPoverty,Unknown poverty,MD,59.000000,51.300000,35.800000,66.600000,1998
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,MI,167.000000,87.500000,77.400000,93.400000,2014
1doseVaricellaVaccinationFacilityType,Private,NY,320.000000,92.500000,88.900000,95.100000,2009
1doseVaricellaVaccinationVFCProgramProvider,Participating,ME,235.000000,83.500000,77.800000,87.900000,2003
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,TN,47.000000,94.400000,79.300000,98.700000,2010
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,IN,89.000000,85.600000,73.500000,92.700000,2017
1doseVaricellaVaccinationWIC,Participating,WY,78.000000,71.000000,58.600000,80.900000,2005
1doseVaricellaVaccinationFacilityType,Mixed,CA,55.000000,83.100000,67.000000,92.300000,2002
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,SC,62.000000,87.900000,76.900000,94.100000,2007
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,SC,179.000000,94.600000,89.500000,97.300000,2016
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,HI,142.000000,87.900000,80.200000,92.900000,2003
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,CT,32.000000,97.400000,83.500000,99.700000,2009
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,ME,100.000000,90.500000,81.000000,95.500000,2013
1doseVaricellaVaccinationFacilityType,Mixed,NV,58.000000,91.600000,81.700000,96.400000,2009
1doseVaricellaVaccinationAge,19-35 Months,NE,246.000000,93.400000,88.800000,96.200000,2017
1doseVaricellaVaccinationPoverty,Living Below Poverty,SD,57.000000,93.000000,82.000000,97.500000,2008
1doseVaricellaVaccinationAge,19-35 Months,ID,183.000000,75.500000,68.500000,81.300000,2007
1doseVaricellaVaccinationWIC,Participating,WY,92.000000,90.500000,82.000000,95.300000,2017
1doseVaricellaVaccinationRaceEthnicity,Hispanic,DE,58.000000,87.600000,69.800000,95.600000,2014
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,RI,187.000000,94.400000,89.300000,97.200000,2010
1doseVaricellaVaccinationFacilityType,Private,WI,371.000000,12.300000,8.900000,16.700000,1996
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,FL,182.000000,80.800000,70.000000,88.300000,2002
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,NV,78.000000,42.800000,30.400000,56.200000,1999
1doseVaricellaVaccinationAge,19 Months,MS,250.000000,83.300000,77.200000,88.000000,2003
1doseVaricellaVaccinationAge,24 Months,KY,190.000000,89.700000,83.600000,93.700000,2013
1doseVaricellaVaccinationAge,24 Months,ID,225.000000,84.900000,78.400000,89.700000,2016
1doseVaricellaVaccinationFacilityType,Public,NH,37.000000,100.000000,nan,nan,2016
1doseVaricellaVaccinationVFCProgramProvider,Participating,GA,296.000000,92.600000,87.800000,95.700000,2011
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,MS,31.000000,84.000000,57.500000,95.300000,2004
1doseVaricellaVaccinationFacilityType,Private,CT,200.000000,96.200000,91.000000,98.500000,2016
1doseVaricellaVaccinationFacilityType,Private,HI,161.000000,92.400000,85.100000,96.300000,2013
1doseVaricellaVaccinationPoverty,Unknown poverty,NE,39.000000,28.200000,16.100000,44.600000,1997
1doseVaricellaVaccinationAge,13 Months,SC,257.000000,53.600000,46.700000,60.500000,2009
1doseVaricellaVaccinationAge,19 Months,CA,300.000000,86.900000,80.800000,91.300000,2014
1doseVaricellaVaccinationVFCProgramProvider,Participating,WV,250.000000,95.200000,90.900000,97.600000,2017
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,MS,203.000000,64.600000,56.000000,72.400000,2001
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,NY,344.000000,70.300000,64.500000,75.500000,2000
1doseVaricellaVaccinationAge,19 Months,AZ,254.000000,84.200000,77.100000,89.400000,2013
1doseVaricellaVaccinationAge,24 Months,KS,284.000000,40.200000,34.000000,46.600000,1998
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,FL,131.000000,92.700000,84.200000,96.800000,2011
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,MO,196.000000,93.200000,87.600000,96.300000,2012
1doseVaricellaVaccinationWIC,Participating,VT,89.000000,79.400000,69.100000,86.900000,2008
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,AZ,116.000000,85.100000,74.600000,91.800000,2008
1doseVaricellaVaccinationFacilityType,Public,KY,33.000000,91.900000,71.500000,98.100000,2017
1doseVaricellaVaccinationAge,19 Months,ID,316.000000,15.500000,11.300000,20.900000,1999
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,NV,167.000000,83.000000,75.600000,88.500000,2007
1doseVaricellaVaccinationAge,19-35 Months,PA,567.000000,91.800000,87.100000,94.800000,2016
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,MI,169.000000,33.700000,26.500000,41.800000,1998
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,WI,82.000000,45.800000,33.900000,58.300000,2000
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,NH,103.000000,88.900000,79.400000,94.300000,2016
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,WI,83.000000,36.400000,25.300000,49.300000,1998
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,IN,328.000000,30.300000,23.700000,37.900000,1998
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,MI,95.000000,81.000000,66.000000,90.300000,2016
1doseVaricellaVaccinationFacilityType,Mixed,IA,37.000000,94.800000,86.000000,98.200000,2013
1doseVaricellaVaccinationVFCProgramProvider,Participating,NV,191.000000,93.500000,87.900000,96.600000,2015
1doseVaricellaVaccinationVFCProgramProvider,Participating,AR,264.000000,86.200000,79.000000,91.200000,2009
1doseVaricellaVaccinationWIC,Not Participating ,AZ,240.000000,84.200000,77.700000,89.100000,2005
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,HI,197.000000,91.800000,86.600000,95.100000,2015
1doseVaricellaVaccinationAge,24 Months,MS,254.000000,74.200000,67.000000,80.400000,2002
1doseVaricellaVaccinationFacilityType,Private,NV,158.000000,97.500000,91.700000,99.300000,2017
1doseVaricellaVaccinationPoverty,Unknown poverty,CT,36.000000,74.900000,56.200000,87.400000,2002
1doseVaricellaVaccinationFacilityType,Private,ND,44.000000,96.300000,86.200000,99.100000,2009
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,MN,205.000000,82.800000,75.900000,88.000000,2006
1doseVaricellaVaccinationAge,19-35 Months,AR,341.000000,91.900000,86.800000,95.100000,2010
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,ND,34.000000,98.100000,87.500000,99.700000,2015
1doseVaricellaVaccinationAge,24 Months,AR,347.000000,88.900000,82.700000,93.100000,2008
1doseVaricellaVaccinationAge,19-35 Months,AK,305.000000,13.400000,9.800000,18.000000,1998
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,KS,154.000000,93.900000,88.100000,97.000000,2016
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,RI,181.000000,97.000000,91.900000,98.900000,2015
1doseVaricellaVaccinationAge,19-35 Months,VT,324.000000,38.100000,32.400000,44.200000,1998
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,CA,370.000000,90.800000,85.900000,94.200000,2005
1doseVaricellaVaccinationFacilityType,Public,AR,118.000000,91.500000,84.900000,95.400000,2002
1doseVaricellaVaccinationAge,19 Months,AR,229.000000,84.500000,77.800000,89.400000,2015
1doseVaricellaVaccinationAge,13 Months,NM,342.000000,55.000000,48.300000,61.500000,2009
1doseVaricellaVaccinationAge,24 Months,NJ,353.000000,85.800000,80.600000,89.700000,2009
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,IA,260.000000,34.500000,28.800000,40.700000,1998
1doseVaricellaVaccinationAge,13 Months,ME,294.000000,43.600000,36.800000,50.500000,2011
1doseVaricellaVaccinationAge,19-35 Months,ND,206.000000,93.600000,89.000000,96.400000,2009
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,LA,195.000000,91.600000,84.300000,95.700000,2012
1doseVaricellaVaccinationAge,13 Months,HI,293.000000,41.500000,35.200000,48.200000,2003
1doseVaricellaVaccinationFacilityType,Public,ID,83.000000,34.400000,23.900000,46.600000,2000
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,DC,115.000000,97.000000,88.600000,99.300000,2017
1doseVaricellaVaccinationAge,19-35 Months,DC,280.000000,92.400000,86.900000,95.700000,2014
1doseVaricellaVaccinationPoverty,Living Below Poverty,MD,107.000000,90.800000,78.100000,96.500000,2004
1doseVaricellaVaccinationAge,19 Months,AK,251.000000,77.500000,71.200000,82.800000,2017
1doseVaricellaVaccinationWIC,Participating,NC,141.000000,83.400000,75.200000,89.300000,2003
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,AZ,138.000000,86.500000,75.900000,92.900000,2016
1doseVaricellaVaccinationAge,19 Months,MD,546.000000,83.900000,78.000000,88.400000,2004
1doseVaricellaVaccinationPoverty,Living Below Poverty,OR,43.000000,64.400000,46.500000,79.100000,2001
1doseVaricellaVaccinationAge,19-35 Months,AZ,275.000000,91.100000,85.600000,94.600000,2008
1doseVaricellaVaccinationPoverty,Unknown poverty,AZ,59.000000,81.100000,66.900000,90.100000,2003
1doseVaricellaVaccinationRaceEthnicity,Hispanic,NV,107.000000,89.100000,79.100000,94.700000,2014
1doseVaricellaVaccinationAge,19 Months,MI,604.000000,69.500000,64.100000,74.500000,2001
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,AL,102.000000,94.500000,87.400000,97.700000,2006
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,PA,51.000000,81.500000,61.000000,92.600000,2006
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,MD,30.000000,79.100000,55.800000,91.900000,2000
1doseVaricellaVaccinationRaceEthnicity,Hispanic,WI,428.000000,78.300000,73.300000,82.600000,2002
1doseVaricellaVaccinationRaceEthnicity,Asian only  non-Hispanic,HI,46.000000,91.500000,79.200000,96.800000,2009
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,IL,63.000000,89.800000,78.300000,95.600000,2015
1doseVaricellaVaccinationAge,19-35 Months,FL,848.000000,80.800000,75.900000,84.800000,2002
1doseVaricellaVaccinationAge,13 Months,WI,417.000000,48.600000,42.300000,55.000000,2005
1doseVaricellaVaccinationWIC,Not Participating ,HI,80.000000,91.600000,80.400000,96.600000,2005
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,CO,62.000000,86.500000,68.100000,95.100000,2014
1doseVaricellaVaccinationAge,19-35 Months,VT,276.000000,85.400000,79.600000,89.700000,2011
1doseVaricellaVaccinationRaceEthnicity,Black only  non-Hispanic,TN,42.000000,90.200000,76.600000,96.300000,2011
1doseVaricellaVaccinationAge,19 Months,WI,296.000000,88.500000,83.700000,92.000000,2010
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,WA,470.000000,34.600000,29.600000,39.900000,1999
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,ME,206.000000,93.800000,89.600000,96.400000,2014
1doseVaricellaVaccinationAge,24 Months,NM,282.000000,85.700000,79.600000,90.200000,2012
1doseVaricellaVaccinationFacilityType,Other,WY,46.000000,88.800000,76.500000,95.100000,2012
1doseVaricellaVaccinationRaceEthnicity,Hispanic,NJ,372.000000,78.200000,71.000000,83.900000,2001
1doseVaricellaVaccinationAge,19-35 Months,CA,283.000000,90.400000,83.600000,94.500000,2013
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,KS,120.000000,53.400000,42.700000,63.800000,2000
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,WI,332.000000,9.400000,6.200000,13.900000,1996
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,MI,255.000000,91.500000,85.200000,95.300000,2009
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,TX,1053.000000,94.000000,91.600000,95.800000,2011
1doseVaricellaVaccinationWIC,Participating,KS,99.000000,92.400000,85.300000,96.300000,2007
1doseVaricellaVaccinationWIC,Not Participating ,NE,182.000000,90.800000,82.500000,95.300000,2011
1doseVaricellaVaccinationVFCProgramProvider,Not Participating ,NJ,48.000000,76.300000,52.200000,90.400000,2003
1doseVaricellaVaccinationPoverty,Unknown poverty,NY,41.000000,80.000000,63.700000,90.200000,2008
1doseVaricellaVaccinationAge,19 Months,NY,498.000000,73.400000,68.400000,78.000000,2002
1doseVaricellaVaccinationAge,13 Months,TX,1377.000000,60.100000,54.300000,65.600000,2008
1doseVaricellaVaccinationFacilityType,Other,NM,58.000000,87.700000,70.400000,95.500000,2004
1doseVaricellaVaccinationFacilityType,Private,MS,111.000000,96.200000,85.000000,99.100000,2016
1doseVaricellaVaccinationUrbanicity,Living In An MSA Central City,AR,52.000000,80.600000,64.000000,90.700000,2002
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,KY,150.000000,96.600000,93.100000,98.400000,2015
1doseVaricellaVaccinationWIC,Not Participating ,FL,171.000000,91.200000,85.000000,95.000000,2011
1doseVaricellaVaccinationAge,24 Months,AL,295.000000,91.500000,86.500000,94.700000,2017
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,AR,70.000000,85.700000,74.000000,92.700000,2003
1doseVaricellaVaccinationUrbanicity,Living in an MSA Noncentral City,MI,112.000000,79.200000,64.800000,88.700000,2014
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,IA,229.000000,91.400000,86.700000,94.600000,2016
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,AL,367.000000,87.000000,80.400000,91.600000,2002
1doseVaricellaVaccinationFacilityType,Mixed,WY,35.000000,85.000000,62.800000,95.000000,2013
1doseVaricellaVaccinationPoverty,Unknown poverty,LA,61.000000,34.000000,20.400000,50.900000,1998
1doseVaricellaVaccinationFacilityType,Private,WV,157.000000,55.800000,47.000000,64.200000,1999
1doseVaricellaVaccinationWIC,Participating,ME,61.000000,90.300000,79.400000,95.700000,2005
1doseVaricellaVaccinationRaceEthnicity,White only  non-Hispanic,IA,282.000000,88.800000,82.800000,92.900000,2011
1doseVaricellaVaccinationPoverty,Living Below Poverty,OK,79.000000,92.900000,82.900000,97.200000,2006
1doseVaricellaVaccinationPoverty,Living At or Above Poverty,SD,189.000000,86.600000,80.500000,91.000000,2009
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,WV,200.000000,19.200000,13.900000,25.800000,1997
1doseVaricellaVaccinationUrbanicity,Living In A Non MSA,MT,180.000000,70.500000,62.300000,77.700000,2004
1doseVaricellaVaccinationVFCProgramProvider,Participating,TX,928.000000,95.100000,92.200000,96.900000,2013
1doseVaricellaVaccinationAge,24 Months,DC,294.000000,70.500000,64.000000,76.300000,1999
1doseVaricellaVaccinationAge,19 Months,UT,348.000000,82.400000,76.800000,86.900000,2010
