dose,category,location,year,coverage,low,high,size
2 doses Hepatitis A Vaccination - Age,19-35 Months,Region  8,2008,39.200000,34.400000,44.100000,1638.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Oklahoma,2005,39.000000,28.700000,50.400000,101.000000
1 dose Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Indiana,2017,85.000000,61.800000,95.200000,38.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,TX-Dallas County,2009,48.100000,38.100000,58.300000,159.000000
2 doses Hepatitis A Vaccination - Poverty,Black only  non-Hispanic,Illinois,2011,45.500000,32.600000,59.000000,114.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Region  4,2007,38.400000,34.900000,42.000000,1666.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,White only  non-Hispanic,Region  9,2010,65.500000,54.800000,74.900000,409.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region 10,2017,58.500000,51.700000,65.000000,479.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Nevada,2009,49.100000,42.400000,55.800000,320.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Region  1,2010,79.000000,62.300000,89.500000,68.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Minnesota,2017,92.400000,79.900000,97.400000,87.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Region 10,2009,89.800000,83.600000,93.800000,162.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,United States,2017,87.900000,84.900000,90.300000,1708.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Colorado,2011,59.700000,44.100000,73.500000,156.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Arizona,2011,90.300000,82.400000,94.800000,240.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Region  8,2016,63.200000,56.600000,69.400000,562.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Kentucky,2010,45.400000,38.200000,52.900000,198.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Montana,2008,23.200000,18.100000,29.300000,268.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  8,2016,61.800000,54.800000,68.400000,540.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Region  6,2004,29.000000,21.400000,38.000000,340.000000
2 doses Hepatitis A Vaccination - Facility Type,Native Hawaiian or other Pacific Islander only  non-Hispanic,Maryland,2014,70.200000,58.400000,79.900000,158.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Maryland,2013,75.000000,65.900000,82.200000,287.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,PA-Rest of State,2010,82.900000,64.600000,92.800000,33.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Wyoming,2008,46.800000,36.100000,57.700000,96.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Kentucky,2011,16.800000,11.800000,23.300000,281.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,California,2009,45.600000,38.000000,53.300000,247.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Alabama,2009,42.600000,31.400000,54.500000,93.000000
1 dose Hepatitis A Vaccination - Age,24 Months,North Carolina,2012,74.400000,67.200000,80.500000,286.000000
2 doses Hepatitis A Vaccination - Age,24 Months,PA-Rest of State,2012,40.100000,33.500000,47.100000,320.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Mississippi,2008,27.000000,21.200000,33.700000,244.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Region  5,2007,36.200000,32.800000,39.800000,1456.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Louisiana,2014,53.700000,43.900000,63.200000,167.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Region  2,2008,66.000000,46.600000,81.300000,34.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Pennsylvania,2007,48.100000,42.000000,54.300000,388.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,District of Columbia,2009,88.000000,82.300000,92.100000,245.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Oregon,2003,22.800000,15.700000,31.900000,134.000000
2 doses Hepatitis A Vaccination - Urbanicity,Participating,NY-City of New York,2013,50.400000,42.400000,58.500000,193.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,TX-Dallas County,2009,46.400000,38.400000,54.600000,235.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Hawaii,2012,82.600000,75.700000,87.800000,211.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Region  4,2012,71.100000,68.000000,74.000000,2318.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Ohio,2011,52.700000,32.100000,72.300000,41.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Wyoming,2016,26.900000,21.000000,33.800000,250.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Region  7,2015,82.800000,73.400000,89.400000,180.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Washington,2011,84.600000,77.600000,89.700000,232.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,New Mexico,2016,85.300000,75.800000,91.500000,97.000000
2 doses Hepatitis A Vaccination - Poverty,Native Hawaiian or other Pacific Islander only  non-Hispanic,Region 10,2007,16.200000,12.700000,20.400000,687.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Massachusetts,2013,86.400000,79.400000,91.200000,233.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,North Dakota,2006,12.500000,7.900000,19.300000,276.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,United States,2008,75.800000,74.200000,77.400000,7720.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Nebraska,2013,65.200000,55.900000,73.500000,145.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Massachusetts,2010,51.100000,43.900000,58.300000,297.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Alabama,2016,92.100000,84.400000,96.200000,167.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Region  7,2016,77.500000,69.700000,83.800000,310.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Indiana,2012,72.500000,61.800000,81.200000,126.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Region  4,2012,52.800000,47.600000,58.000000,823.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Minnesota,2012,52.900000,40.500000,65.000000,114.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Region  4,2008,70.600000,66.400000,74.400000,1134.000000
1 dose Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Kentucky,2009,63.600000,57.000000,69.800000,289.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,New Hampshire,2010,59.700000,51.300000,67.500000,231.000000
2 doses Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,TX-El Paso County,2004,10.600000,6.900000,15.800000,234.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Region  6,2017,61.900000,58.300000,65.400000,1611.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Virginia,2013,76.400000,64.700000,85.000000,245.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Nebraska,2011,73.700000,62.400000,82.600000,131.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,TX-Rest of State,2015,67.700000,60.700000,74.000000,401.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Region  6,2015,89.700000,87.300000,91.700000,1555.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,Minnesota,2012,77.700000,67.500000,85.300000,153.000000
2 doses Hepatitis A Vaccination - Poverty,Multiple Races  non-Hispanic,Rhode Island,2015,67.800000,58.200000,76.100000,151.000000
1 dose Hepatitis A Vaccination - Poverty,Unknown poverty,Region  8,2014,93.900000,83.000000,98.000000,31.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Georgia,2014,92.400000,83.400000,96.700000,156.000000
1 dose Hepatitis A Vaccination - Poverty,Multiple Races  non-Hispanic,Arizona,2007,73.000000,63.700000,80.600000,146.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Alabama,2009,41.400000,31.000000,52.600000,121.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Massachusetts,2012,56.800000,48.600000,64.600000,205.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Alaska,2017,54.800000,46.900000,62.500000,203.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Region  8,2011,48.500000,41.000000,55.900000,644.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Region  1,2017,69.800000,58.700000,78.900000,169.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Tennessee,2011,78.500000,63.000000,88.700000,61.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Kentucky,2013,82.500000,71.800000,89.700000,91.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,PA-Philadelphia,2012,90.000000,81.100000,94.900000,99.000000
1 dose Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,Tennessee,2011,88.500000,82.200000,92.700000,201.000000
1 dose Hepatitis A Vaccination - Age,24 Months,Oregon,2016,83.400000,77.500000,87.900000,256.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,TX-El Paso County,2008,95.600000,90.400000,98.100000,119.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,California,2015,87.600000,76.800000,93.800000,157.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,West Virginia,2015,85.200000,71.300000,93.000000,82.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Kansas,2006,11.100000,7.200000,16.800000,233.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Region  8,2013,80.200000,76.000000,83.800000,869.000000
1 dose Hepatitis A Vaccination - Facility Type,Hispanic,NY-City of New York,2015,88.500000,79.400000,93.900000,99.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,California,2012,48.100000,36.300000,60.200000,134.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Indiana,2012,51.000000,38.200000,63.600000,87.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Rhode Island,2006,15.100000,10.900000,20.500000,251.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Delaware,2017,95.700000,89.500000,98.300000,125.000000
2 doses Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,Idaho,2009,36.800000,28.900000,45.400000,171.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Oklahoma,2012,52.700000,41.000000,64.100000,109.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,Arizona,2016,54.500000,42.400000,66.100000,131.000000
1 dose Hepatitis A Vaccination - Age,24 Months,South Carolina,2013,82.300000,74.500000,88.100000,207.000000
1 dose Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,Arizona,2003,43.900000,37.300000,50.900000,280.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Hispanic,Region  5,2007,18.500000,13.400000,25.000000,319.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,Texas,2016,60.100000,52.500000,67.200000,418.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,Illinois,2013,79.500000,69.500000,86.800000,149.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Colorado,2015,36.600000,29.700000,44.100000,246.000000
2 doses Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,West Virginia,2008,34.500000,28.300000,41.200000,272.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Pennsylvania,2017,88.400000,80.100000,93.500000,261.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,West Virginia,2015,84.000000,65.200000,93.700000,45.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Hawaii,2009,73.100000,63.700000,80.800000,129.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Region  8,2015,77.500000,64.500000,86.700000,84.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,New Mexico,2009,87.200000,82.800000,90.500000,320.000000
1 dose Hepatitis A Vaccination - Age,24 Months,Ohio,2012,75.100000,68.100000,81.000000,292.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Texas,2005,36.800000,28.600000,45.900000,229.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,Mississippi,2008,25.500000,19.200000,33.000000,193.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Participating,Region  4,2012,52.300000,48.700000,55.800000,1851.000000
2 doses Hepatitis A Vaccination - Age,24 Months,California,2015,39.700000,32.200000,47.700000,345.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,PA-Philadelphia,2013,95.500000,90.000000,98.100000,139.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Missouri,2011,55.400000,41.900000,68.100000,91.000000
1 dose Hepatitis A Vaccination - Poverty,Hispanic,Mississippi,2014,53.200000,40.000000,66.000000,100.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,New York,2009,24.600000,13.200000,41.000000,41.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,Georgia,2009,85.500000,72.500000,93.000000,65.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Region  1,2013,86.500000,82.700000,89.600000,1074.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Idaho,2002,9.100000,6.000000,13.700000,228.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,Missouri,2010,40.400000,28.100000,54.000000,64.000000
2 doses Hepatitis A Vaccination - Age,24 Months,Massachusetts,2013,44.600000,36.700000,52.800000,241.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,South Carolina,2016,84.900000,74.300000,91.600000,121.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Massachusetts,2010,79.000000,71.200000,85.100000,243.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,United States,2004,0.800000,0.600000,1.000000,11805.000000
2 doses Hepatitis A Vaccination - Facility Type,Native Hawaiian or other Pacific Islander only  non-Hispanic,Virginia,2014,51.100000,39.000000,63.000000,181.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,New York,2010,28.100000,15.800000,44.700000,53.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Iowa,2017,89.000000,82.100000,93.400000,176.000000
1 dose Hepatitis A Vaccination - Poverty,Hispanic,Illinois,2015,84.000000,74.300000,90.500000,136.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,PA-Rest of State,2009,77.000000,69.900000,82.900000,211.000000
2 doses Hepatitis A Vaccination - WIC,Participating,North Carolina,2017,52.000000,41.000000,62.700000,113.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Region  7,2010,52.500000,48.200000,56.800000,711.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Connecticut,2013,70.400000,59.600000,79.200000,131.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,PA-Rest of State,2017,90.400000,68.800000,97.600000,31.000000
2 doses Hepatitis A Vaccination - Facility Type,Multiple Races  non-Hispanic,PA-Philadelphia,2015,71.800000,57.600000,82.600000,80.000000
1 dose Hepatitis A Vaccination - Poverty,Multiple Races  non-Hispanic,Region 10,2008,79.600000,64.900000,89.200000,84.000000
1 dose Hepatitis A Vaccination - Facility Type,Unknown poverty,Maryland,2008,84.500000,60.500000,95.100000,37.000000
2 doses Hepatitis A Vaccination - Facility Type,Other,Kentucky,2013,52.900000,40.200000,65.200000,91.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,Region  4,2017,86.300000,83.000000,89.100000,1145.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Delaware,2011,53.300000,37.300000,68.700000,63.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Region  2,2009,58.700000,39.600000,75.500000,34.000000
1 dose Hepatitis A Vaccination - Poverty,Living Below Poverty,California,2014,84.500000,70.400000,92.600000,76.000000
1 dose Hepatitis A Vaccination - Facility Type,Other,Oklahoma,2006,48.800000,37.600000,60.100000,103.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,NV-Rest of State,2005,34.700000,26.100000,44.400000,132.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,South Dakota,2011,52.000000,41.100000,62.700000,199.000000
2 doses Hepatitis A Vaccination - Facility Type,Public,Mississippi,2011,47.200000,31.900000,63.100000,63.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Participating,Texas,2012,60.300000,55.800000,64.600000,1430.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Montana,2016,42.700000,29.100000,57.400000,51.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Region  1,2009,66.900000,62.700000,70.900000,1596.000000
1 dose Hepatitis A Vaccination - Age,Asian only  non-Hispanic,AZ-Maricopa County,2003,8.700000,4.900000,15.000000,180.000000
1 dose Hepatitis A Vaccination - WIC,Participating,Region 10,2005,26.900000,22.000000,32.500000,404.000000
1 dose Hepatitis A Vaccination - Facility Type,Private,NY-Rest of State,2007,29.200000,22.100000,37.400000,184.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In An MSA Central City,Maine,2016,90.000000,74.300000,96.600000,39.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Region  8,2016,87.100000,83.000000,90.300000,1198.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Colorado,2007,53.900000,43.900000,63.600000,179.000000
2 doses Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Montana,2011,41.200000,30.400000,52.900000,239.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Region  4,2013,87.800000,82.500000,91.600000,293.000000
1 dose Hepatitis A Vaccination - WIC,Not Participating ,California,2010,67.900000,57.400000,76.900000,196.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Rhode Island,2011,53.000000,45.400000,60.500000,245.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Idaho,2014,58.400000,42.500000,72.700000,63.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,NJ-Rest of State,2007,37.600000,21.200000,57.400000,33.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Montana,2011,63.700000,53.000000,73.200000,239.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,TX-El Paso County,2005,8.700000,5.500000,13.500000,253.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,TX-City of Houston,2011,93.400000,88.800000,96.200000,303.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Hispanic,United States,2008,78.500000,76.200000,80.700000,3532.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Montana,2014,15.500000,10.100000,23.000000,220.000000
1 dose Hepatitis A Vaccination - Poverty,Living At or Above Poverty,Maine,2007,14.500000,9.200000,22.000000,182.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Multiple Races  non-Hispanic,Region  3,2017,92.000000,79.800000,97.100000,174.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Indiana,2012,48.000000,40.600000,55.500000,252.000000
1 dose Hepatitis A Vaccination - VFC Program Provider,Participating,Alabama,2016,94.300000,88.800000,97.200000,187.000000
2 doses Hepatitis A Vaccination - Poverty,Asian only  non-Hispanic,District of Columbia,2013,63.300000,49.000000,75.600000,72.000000
2 doses Hepatitis A Vaccination - Age,24 Months,IL-City of Chicago,2016,40.300000,29.800000,51.700000,131.000000
2 doses Hepatitis A Vaccination - VFC Program Provider,Not Participating ,Maryland,2012,46.900000,28.400000,66.300000,38.000000
2 doses Hepatitis A Vaccination - Facility Type,Private,West Virginia,2015,75.400000,64.200000,83.900000,113.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,Connecticut,2014,88.200000,81.800000,92.500000,237.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,Region 10,2011,46.700000,34.900000,58.800000,172.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,IL-Rest of State,2015,79.900000,65.300000,89.300000,67.000000
1 dose Hepatitis A Vaccination - Age,19-35 Months,New York,2014,65.500000,59.900000,70.800000,466.000000
2 doses Hepatitis A Vaccination - WIC,Participating,Texas,2013,63.600000,56.500000,70.100000,646.000000
1 dose Hepatitis A Vaccination - Facility Type,Living in an MSA Noncentral City,TX-El Paso County,2013,96.400000,93.300000,98.100000,220.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,Region 10,2008,39.600000,32.700000,46.900000,363.000000
2 doses Hepatitis A Vaccination - Poverty,Living Below Poverty,TX-Travis County,2017,69.300000,56.000000,80.000000,64.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,IL-City of Chicago,2011,50.900000,43.200000,58.500000,411.000000
1 dose Hepatitis A Vaccination - Urbanicity,Living in an MSA Noncentral City,South Dakota,2010,67.800000,52.600000,79.900000,50.000000
1 dose Hepatitis A Vaccination - Facility Type,Living Below Poverty,TX-City of Houston,2016,93.300000,82.900000,97.600000,66.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,Alabama,2008,37.600000,30.000000,45.900000,180.000000
1 dose Hepatitis A Vaccination - Facility Type,Asian only  non-Hispanic,North Carolina,2007,42.100000,25.300000,60.900000,40.000000
1 dose Hepatitis A Vaccination - Facility Type,Public,Utah,2008,87.000000,80.100000,91.800000,202.000000
1 dose Hepatitis A Vaccination - Facility Type,Mixed,Arizona,2014,96.500000,89.400000,98.900000,44.000000
2 doses Hepatitis A Vaccination - Age,19 Months,Region  2,2015,14.900000,12.100000,18.100000,838.000000
2 doses Hepatitis A Vaccination - Facility Type,Mixed,PA-Rest of State,2011,56.000000,36.300000,74.000000,40.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Region  2,2016,53.100000,49.000000,57.200000,814.000000
2 doses Hepatitis A Vaccination - WIC,Not Participating ,North Carolina,2011,44.100000,35.100000,53.600000,162.000000
2 doses Hepatitis A Vaccination - Age,19-35 Months,Utah,2010,49.600000,42.700000,56.600000,348.000000
2 doses Hepatitis A Vaccination - Race/Ethnicity,Black only  non-Hispanic,Region  3,2007,14.900000,9.800000,21.900000,352.000000
1 dose Hepatitis A Vaccination - Race/Ethnicity,Hispanic,TX-Rest of State,2011,94.000000,89.200000,96.800000,150.000000
2 doses Hepatitis A Vaccination - Urbanicity,Living In A Non MSA,Kentucky,2010,47.200000,38.000000,56.600000,122.000000
