Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
3dosesHibVaccinationFacilityType,Public,AK,44.000000,84.800000,67.700000,93.600000,1995
1doseHibVaccinationAge,3 Months,LA,557.000000,87.200000,82.000000,91.000000,2003
3dosesHibVaccinationWIC,Participating,ME,108.000000,90.100000,82.800000,94.500000,2017
HibPrimarySeriesUrbanicity,Living In A Non MSA,MS,203.000000,94.700000,90.000000,97.300000,2009
HibPrimarySeriesAge,7 Months,NC,262.000000,70.900000,62.600000,77.900000,2013
2dosesHibVaccinationAge,7 Months,SD,275.000000,87.300000,81.700000,91.300000,2012
HibPrimarySeriesRaceEthnicity,Asian only  non-Hispanic,US,633.000000,94.900000,92.200000,96.800000,2012
3dosesHibVaccinationAge,19-35 Months,MT,337.000000,91.400000,87.400000,94.200000,1997
3dosesHibVaccinationFacilityType,Public,WI,36.000000,93.200000,68.500000,98.800000,2006
3dosesHibVaccinationFacilityType,Other,MT,52.000000,93.000000,79.100000,97.900000,2014
3dosesHibVaccinationUrbanicity,Living In An MSA Central City,NV,172.000000,88.400000,81.200000,93.100000,2006
3dosesHibVaccinationAge,24 Months,CT,289.000000,97.100000,92.800000,98.800000,2002
1doseHibVaccinationAge,3 Months,MS,323.000000,85.200000,80.100000,89.300000,2010
3dosesHibVaccinationFacilityType,Private,ND,77.000000,96.800000,90.400000,99.000000,2007
HibFullSeriesVFCProgramProvider,Not Participating ,KY,42.000000,93.000000,80.200000,97.700000,2014
HibFullSeriesRaceEthnicity,White only  non-Hispanic,CT,173.000000,49.600000,38.700000,60.500000,2009
HibFullSeriesFacilityType,Other,IL,92.000000,75.300000,63.500000,84.200000,2016
HibFullSeriesUrbanicity,Living In A Non MSA,CO,67.000000,62.100000,45.400000,76.400000,2009
3dosesHibVaccinationPoverty,Living Below Poverty,SC,83.000000,80.600000,64.300000,90.600000,2014
HibFullSeriesWIC,Not Participating ,UT,168.000000,89.400000,82.400000,93.900000,2013
3dosesHibVaccinationFacilityType,Public,AZ,37.000000,92.600000,81.000000,97.400000,2015
HibFullSeriesAge,24 Months,RI,367.000000,77.100000,70.100000,82.800000,2011
3dosesHibVaccinationUrbanicity,Living In An MSA Central City,AK,102.000000,88.000000,78.400000,93.600000,1996
3dosesHibVaccinationFacilityType,Public,NJ,35.000000,88.300000,59.200000,97.500000,2002
HibFullSeriesPoverty,Living Below Poverty,PA,137.000000,63.700000,50.200000,75.300000,2010
HibFullSeriesFacilityType,Private,SC,162.000000,83.200000,74.400000,89.300000,2011
3dosesHibVaccinationFacilityType,Mixed,CA,67.000000,99.200000,96.600000,99.800000,2007
3dosesHibVaccinationAge,13 Months,AR,270.000000,87.800000,81.300000,92.300000,2004
HibFullSeriesRaceEthnicity,White only  non-Hispanic,MO,196.000000,83.100000,74.400000,89.200000,2012
HibFullSeriesWIC,Participating,CA,134.000000,86.800000,79.200000,91.900000,2015
3dosesHibVaccinationFacilityType,Public,CA,34.000000,96.400000,78.100000,99.500000,2010
3dosesHibVaccinationWIC,Not Participating ,IA,173.000000,90.000000,82.600000,94.500000,2007
HibFullSeriesUrbanicity,Living In An MSA Central City,OH,104.000000,95.000000,88.400000,97.900000,2011
3dosesHibVaccinationFacilityType,Other,NM,58.000000,95.300000,83.300000,98.800000,2004
3dosesHibVaccinationPoverty,Living At or Above Poverty,KS,214.000000,90.100000,84.600000,93.700000,1996
HibPrimarySeriesPoverty,Living At or Above Poverty,AL,193.000000,94.800000,86.900000,98.000000,2017
3dosesHibVaccinationWIC,Not Participating ,NE,182.000000,97.200000,94.000000,98.700000,2011
HibPrimarySeriesAge,19-35 Months,HI,266.000000,93.600000,90.100000,95.900000,2016
HibFullSeriesRaceEthnicity,Hispanic,NC,46.000000,87.700000,75.100000,94.400000,2014
HibFullSeriesWIC,Not Participating ,MS,132.000000,69.100000,59.600000,77.100000,2009
2dosesHibVaccinationAge,5 Months,OR,224.000000,77.400000,69.800000,83.500000,2008
3dosesHibVaccinationAge,13 Months,OH,862.000000,84.500000,80.600000,87.700000,1997
3dosesHibVaccinationAge,13 Months,RI,307.000000,32.300000,25.500000,39.900000,2009
HibFullSeriesUrbanicity,Living in an MSA Noncentral City,VA,232.000000,77.300000,67.300000,85.000000,2011
2dosesHibVaccinationAge,5 Months,ME,221.000000,81.800000,74.000000,87.700000,2015
3dosesHibVaccinationRaceEthnicity,Hispanic,DC,96.000000,97.600000,92.600000,99.200000,2002
3dosesHibVaccinationRaceEthnicity,White only  non-Hispanic,SD,153.000000,98.500000,95.700000,99.500000,2014
HibFullSeriesVFCProgramProvider,Participating,NY,407.000000,58.200000,52.700000,63.600000,2009
HibFullSeriesWIC,Participating,WV,149.000000,75.900000,66.200000,83.500000,2014
2dosesHibVaccinationAge,13 Months,AK,222.000000,95.000000,90.600000,97.400000,2007
HibFullSeriesRaceEthnicity,Hispanic,PR,293.000000,76.000000,69.700000,81.300000,2016
3dosesHibVaccinationPoverty,Living Below Poverty,UT,43.000000,94.000000,84.000000,97.900000,2007
HibPrimarySeriesUrbanicity,Living in an MSA Noncentral City,MO,83.000000,98.100000,93.500000,99.400000,2016
HibPrimarySeriesAge,19 Months,DE,232.000000,96.400000,91.900000,98.400000,2015
3dosesHibVaccinationVFCProgramProvider,Not Participating ,CO,38.000000,88.300000,60.000000,97.400000,2016
HibFullSeriesAge,19-35 Months,MS,303.000000,82.000000,74.500000,87.700000,2012
HibFullSeriesFacilityType,Other,FL,42.000000,81.800000,60.000000,93.100000,2017
3dosesHibVaccinationPoverty,Living Below Poverty,AK,32.000000,91.400000,68.200000,98.100000,2001
HibFullSeriesFacilityType,Public,TX,109.000000,79.500000,66.000000,88.600000,2011
3dosesHibVaccinationAge,24 Months,ME,313.000000,95.100000,91.900000,97.100000,1996
3dosesHibVaccinationFacilityType,Private,MI,292.000000,93.500000,85.700000,97.200000,2003
HibFullSeriesPoverty,Living At or Above Poverty,WI,273.000000,49.000000,42.100000,55.900000,2009
3dosesHibVaccinationFacilityType,Private,TX,876.000000,95.600000,93.300000,97.100000,2016
2dosesHibVaccinationAge,7 Months,IA,294.000000,89.300000,84.200000,92.900000,2001
3dosesHibVaccinationRaceEthnicity,Hispanic,OR,51.000000,95.400000,81.600000,99.000000,2008
HibPrimarySeriesPoverty,Living Below Poverty,MS,129.000000,92.500000,84.800000,96.500000,2010
HibPrimarySeriesAge,24 Months,MN,278.000000,95.200000,88.800000,98.000000,2011
HibFullSeriesVFCProgramProvider,Participating,MN,174.000000,66.400000,57.200000,74.500000,2010
3dosesHibVaccinationAge,19-35 Months,NV,202.000000,88.700000,82.600000,92.800000,2016
3dosesHibVaccinationPoverty,Living At or Above Poverty,ME,176.000000,82.800000,75.200000,88.400000,2010
3dosesHibVaccinationRaceEthnicity,Hispanic,TX,1292.000000,92.300000,89.600000,94.300000,2001
HibPrimarySeriesVFCProgramProvider,Participating,MT,236.000000,86.000000,79.300000,90.800000,2010
3dosesHibVaccinationVFCProgramProvider,Participating,NH,213.000000,97.800000,93.500000,99.300000,2013
3dosesHibVaccinationPoverty,Living Below Poverty,VA,40.000000,91.400000,78.400000,96.900000,2006
HibPrimarySeriesUrbanicity,Living In A Non MSA,ID,68.000000,90.900000,81.100000,95.900000,2015
HibFullSeriesPoverty,Living Below Poverty,AR,83.000000,68.600000,55.900000,79.000000,2016
3dosesHibVaccinationPoverty,Living Below Poverty,LA,75.000000,93.100000,79.100000,98.000000,2006
3dosesHibVaccinationAge,19-35 Months,IN,243.000000,91.700000,86.700000,94.900000,2013
3dosesHibVaccinationUrbanicity,Living In An MSA Central City,NJ,338.000000,95.700000,92.800000,97.500000,2000
HibPrimarySeriesAge,24 Months,ID,207.000000,89.400000,83.400000,93.400000,2009
3dosesHibVaccinationWIC,Not Participating ,MA,165.000000,98.700000,95.800000,99.600000,2014
3dosesHibVaccinationPoverty,Living Below Poverty,GA,78.000000,88.600000,76.300000,95.000000,2015
3dosesHibVaccinationWIC,Participating,WI,90.000000,85.100000,72.100000,92.700000,2012
3dosesHibVaccinationRaceEthnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,HI,35.000000,93.300000,79.700000,98.000000,2013
HibFullSeriesFacilityType,Private,WA,151.000000,89.900000,82.600000,94.300000,2016
HibPrimarySeriesPoverty,Living Below Poverty,NM,89.000000,90.300000,79.100000,95.800000,2013
2dosesHibVaccinationAge,5 Months,MD,540.000000,79.900000,75.000000,84.100000,1999
HibPrimarySeriesUrbanicity,Living In A Non MSA,TN,61.000000,90.600000,78.400000,96.300000,2011
2dosesHibVaccinationAge,7 Months,ND,258.000000,88.800000,81.400000,93.500000,2012
3dosesHibVaccinationAge,19-35 Months,WY,219.000000,93.100000,87.800000,96.200000,2015
HibFullSeriesFacilityType,Other,CA,52.000000,73.300000,57.500000,84.800000,2011
3dosesHibVaccinationAge,7 Months,OH,300.000000,56.300000,49.000000,63.400000,2008
HibFullSeriesPoverty,Living Below Poverty,NM,100.000000,89.200000,78.400000,95.000000,2014
3dosesHibVaccinationWIC,Participating,MN,74.000000,93.500000,84.500000,97.400000,2007
HibFullSeriesAge,19-35 Months,DC,260.000000,72.400000,64.300000,79.300000,2010
HibFullSeriesRaceEthnicity,Black only  non-Hispanic,DE,35.000000,83.900000,67.000000,93.000000,2012
3dosesHibVaccinationFacilityType,Public,NV,71.000000,92.900000,80.700000,97.600000,2002
3dosesHibVaccinationAge,7 Months,NV,313.000000,50.800000,44.400000,57.100000,1999
3dosesHibVaccinationAge,24 Months,SD,262.000000,94.100000,89.600000,96.700000,2005
HibPrimarySeriesAge,7 Months,SD,285.000000,53.900000,46.900000,60.800000,2010
3dosesHibVaccinationPoverty,Living Below Poverty,NC,40.000000,100.000000,nan,nan,2006
3dosesHibVaccinationAge,19-35 Months,DE,291.000000,92.700000,86.200000,96.200000,2003
3dosesHibVaccinationFacilityType,Mixed,MI,45.000000,94.900000,84.800000,98.400000,2016
HibPrimarySeriesFacilityType,Other,MN,86.000000,93.200000,81.600000,97.700000,2010
3dosesHibVaccinationRaceEthnicity,Black only  non-Hispanic,OH,103.000000,88.300000,75.800000,94.800000,1995
3dosesHibVaccinationFacilityType,Mixed,US,2109.000000,89.600000,87.600000,91.200000,2009
HibFullSeriesUrbanicity,Living in an MSA Noncentral City,AR,82.000000,44.900000,31.100000,59.600000,2010
3dosesHibVaccinationAge,7 Months,IL,969.000000,44.200000,39.100000,49.400000,2008
HibFullSeriesWIC,Participating,CO,89.000000,65.000000,51.300000,76.600000,2009
HibFullSeriesFacilityType,Other,IA,79.000000,85.400000,74.400000,92.200000,2016
3dosesHibVaccinationUrbanicity,Living in an MSA Noncentral City,AK,49.000000,97.000000,89.900000,99.200000,2013
3dosesHibVaccinationUrbanicity,Living In A Non MSA,NE,76.000000,94.300000,85.100000,98.000000,2015
3dosesHibVaccinationRaceEthnicity,White only  non-Hispanic,IN,345.000000,89.200000,83.900000,92.900000,1995
HibPrimarySeriesAge,13 Months,CA,411.000000,82.700000,76.700000,87.400000,2010
HibFullSeriesAge,24 Months,WI,307.000000,79.600000,72.600000,85.100000,2011
3dosesHibVaccinationPoverty,Living Below Poverty,MO,32.000000,97.100000,81.700000,99.600000,2001
HibPrimarySeriesFacilityType,Other,WV,54.000000,84.700000,68.500000,93.300000,2011
HibFullSeriesUrbanicity,Living in an MSA Noncentral City,MD,176.000000,57.500000,47.600000,66.900000,2009
3dosesHibVaccinationAge,19-35 Months,MA,525.000000,95.000000,91.000000,97.200000,1999
3dosesHibVaccinationVFCProgramProvider,Not Participating ,GA,50.000000,94.500000,86.200000,97.900000,2003
3dosesHibVaccinationUrbanicity,Living In An MSA Central City,OR,107.000000,90.900000,81.900000,95.700000,2005
HibPrimarySeriesAge,19-35 Months,LA,270.000000,94.100000,89.200000,96.800000,2014
HibPrimarySeriesAge,24 Months,CT,237.000000,94.400000,88.000000,97.400000,2014
3dosesHibVaccinationUrbanicity,Living In A Non MSA,AL,111.000000,89.400000,79.900000,94.700000,1996
HibPrimarySeriesFacilityType,Public,NM,32.000000,95.300000,73.200000,99.300000,2017
3dosesHibVaccinationVFCProgramProvider,Participating,IA,234.000000,94.000000,88.200000,97.000000,2002
HibPrimarySeriesUrbanicity,Living In An MSA Central City,WV,42.000000,91.200000,74.700000,97.300000,2013
3dosesHibVaccinationAge,24 Months,CT,267.000000,95.600000,91.400000,97.700000,2016
3dosesHibVaccinationPoverty,Living At or Above Poverty,ND,229.000000,91.900000,87.000000,95.100000,1996
3dosesHibVaccinationFacilityType,Mixed,PA,86.000000,100.000000,nan,nan,2014
HibFullSeriesPoverty,Living Below Poverty,TX,471.000000,73.700000,67.400000,79.200000,2017
2dosesHibVaccinationAge,5 Months,NV,317.000000,73.800000,67.400000,79.300000,2004
3dosesHibVaccinationAge,24 Months,OK,263.000000,86.700000,80.500000,91.100000,1998
HibFullSeriesAge,19 Months,PA,585.000000,77.600000,72.300000,82.100000,2013
3dosesHibVaccinationAge,7 Months,NJ,268.000000,61.000000,53.600000,67.900000,2016
3dosesHibVaccinationRaceEthnicity,Multiple Races  non-Hispanic,WA,33.000000,94.100000,77.200000,98.700000,2011
3dosesHibVaccinationFacilityType,Other,AL,119.000000,97.900000,93.300000,99.400000,2001
3dosesHibVaccinationAge,24 Months,AZ,265.000000,92.600000,88.700000,95.300000,2017
3dosesHibVaccinationAge,13 Months,ND,222.000000,68.500000,60.900000,75.100000,2017
HibPrimarySeriesFacilityType,Mixed,AK,51.000000,95.600000,85.900000,98.700000,2011
3dosesHibVaccinationPoverty,Living At or Above Poverty,HI,192.000000,89.800000,82.500000,94.200000,2000
3dosesHibVaccinationFacilityType,Public,WA,57.000000,86.700000,70.100000,94.800000,2007
3dosesHibVaccinationFacilityType,Public,CO,44.000000,89.800000,77.100000,95.900000,1996
2dosesHibVaccinationAge,5 Months,NC,294.000000,79.800000,73.200000,85.000000,1999
2dosesHibVaccinationAge,13 Months,AR,286.000000,96.100000,93.600000,97.700000,2002
3dosesHibVaccinationUrbanicity,Living In A Non MSA,SC,92.000000,97.800000,91.500000,99.500000,1999
3dosesHibVaccinationAge,19-35 Months,DE,222.000000,93.000000,87.700000,96.200000,2016
3dosesHibVaccinationAge,19-35 Months,CO,320.000000,92.600000,87.400000,95.800000,2014
3dosesHibVaccinationPoverty,Living At or Above Poverty,KY,195.000000,95.700000,91.600000,97.800000,2006
HibFullSeriesFacilityType,Public,MT,38.000000,43.100000,26.900000,60.800000,2010
3dosesHibVaccinationWIC,Participating,CT,65.000000,93.700000,82.300000,97.900000,2014
3dosesHibVaccinationUrbanicity,Living in an MSA Noncentral City,US,5396.000000,93.400000,92.300000,94.400000,2014
HibPrimarySeriesUrbanicity,Living in an MSA Noncentral City,MN,75.000000,95.400000,84.400000,98.800000,2013
HibFullSeriesUrbanicity,Living In A Non MSA,MI,59.000000,83.900000,67.700000,92.800000,2012
3dosesHibVaccinationUrbanicity,Living in an MSA Noncentral City,MA,232.000000,93.600000,87.900000,96.700000,2009
3dosesHibVaccinationAge,13 Months,WA,397.000000,86.100000,81.000000,90.100000,2005
HibFullSeriesVFCProgramProvider,Not Participating ,FL,31.000000,54.400000,32.800000,74.400000,2009
3dosesHibVaccinationRaceEthnicity,White only  non-Hispanic,TN,252.000000,85.900000,79.900000,90.300000,2009
1doseHibVaccinationAge,3 Months,MI,331.000000,85.100000,78.000000,90.200000,2009
2dosesHibVaccinationAge,5 Months,KS,260.000000,72.800000,64.800000,79.600000,2004
HibPrimarySeriesFacilityType,Private,CT,158.000000,99.100000,93.900000,99.900000,2013
HibFullSeriesFacilityType,Private,OK,148.000000,60.200000,48.900000,70.600000,2010
3dosesHibVaccinationAge,7 Months,PA,572.000000,51.600000,45.500000,57.700000,2004
3dosesHibVaccinationRaceEthnicity,Hispanic,OH,683.000000,93.200000,89.400000,95.600000,2001
HibFullSeriesFacilityType,Other,WY,45.000000,74.700000,56.100000,87.300000,2015
HibFullSeriesWIC,Not Participating ,NJ,267.000000,89.800000,84.900000,93.300000,2011
1doseHibVaccinationAge,3 Months,SD,266.000000,87.700000,81.300000,92.100000,2004
HibPrimarySeriesUrbanicity,Living in an MSA Noncentral City,HI,76.000000,87.900000,75.900000,94.400000,2009
HibFullSeriesAge,19-35 Months,SD,230.000000,51.600000,44.400000,58.800000,2009
HibFullSeriesFacilityType,Mixed,NM,49.000000,81.700000,61.500000,92.600000,2011
3dosesHibVaccinationRaceEthnicity,White only  non-Hispanic,MO,246.000000,87.600000,81.400000,91.900000,2010
HibFullSeriesAge,19 Months,TN,237.000000,65.200000,57.100000,72.500000,2016
2dosesHibVaccinationAge,13 Months,CO,403.000000,91.800000,85.300000,95.600000,2011
3dosesHibVaccinationFacilityType,Mixed,IA,35.000000,97.600000,84.600000,99.700000,2017
2dosesHibVaccinationAge,5 Months,OH,219.000000,74.500000,66.300000,81.300000,2015
HibPrimarySeriesAge,13 Months,DE,222.000000,91.900000,86.100000,95.400000,2016
2dosesHibVaccinationAge,13 Months,MO,325.000000,91.100000,86.600000,94.200000,2010
3dosesHibVaccinationUrbanicity,Living In An MSA Central City,PA,261.000000,89.000000,81.200000,93.800000,2017
3dosesHibVaccinationAge,7 Months,NE,250.000000,25.700000,20.300000,31.900000,2006
3dosesHibVaccinationWIC,Participating,NE,90.000000,90.400000,80.900000,95.500000,2006
3dosesHibVaccinationFacilityType,Mixed,ND,43.000000,100.000000,nan,nan,2001
3dosesHibVaccinationWIC,Not Participating ,WA,183.000000,89.100000,79.500000,94.500000,2011
3dosesHibVaccinationAge,13 Months,SC,269.000000,82.800000,76.000000,88.000000,2011
2dosesHibVaccinationAge,7 Months,AZ,230.000000,85.500000,78.100000,90.700000,2016
