dose,category,location,year,coverage,low,high,size
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Vermont,1996,95.100000,90.500000,97.500000,220.000000
申3 doses Polio Vaccination - Age,24 Months,New Jersey,2016,91.200000,85.600000,94.700000,268.000000
申3 doses Polio Vaccination - Facility Type,Other,Maine,2010,89.200000,76.200000,95.500000,67.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,South Dakota,2000,86.000000,65.600000,95.200000,32.000000
申2 doses Polio Vaccination - Age,13 Months,Louisiana,2009,97.400000,94.900000,98.700000,266.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Nevada,2017,95.500000,82.800000,99.000000,45.000000
申2 doses Polio Vaccination - Age,13 Months,Wyoming,2002,93.700000,88.400000,96.700000,268.000000
申2 doses Polio Vaccination - Age,13 Months,Alabama,2001,96.200000,92.500000,98.100000,592.000000
申3 doses Polio Vaccination - Race/Ethnicity, non-Hispanic",Region  3,2013,94.800000,91.300000,96.900000,1006.000000
申3 doses Polio Vaccination - Poverty,Living Below Poverty,Montana,2000,91.900000,73.200000,97.900000,52.000000
申2 doses Polio Vaccination - Age,13 Months,Ohio,2009,93.700000,89.900000,96.200000,280.000000
申3 doses Polio Vaccination - Age,24 Months,United States,2012,91.900000,91.100000,92.600000,16687.000000
申3 doses Polio Vaccination - Age,19 Months,Utah,1995,71.100000,64.700000,76.700000,262.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Oregon,2017,91.900000,82.800000,96.400000,133.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Region  8,2007,93.500000,90.700000,95.500000,1283.000000
申3 doses Polio Vaccination - WIC,Not Participating,Louisiana,2011,98.600000,94.500000,99.700000,120.000000
申3 doses Polio Vaccination - Age,24 Months,Region  3,2002,88.500000,85.900000,90.800000,2099.000000
申2 doses Polio Vaccination - Age,7 Months,Minnesota,2001,92.200000,87.900000,95.000000,308.000000
申3 doses Polio Vaccination - Poverty,Unknown poverty,Region  2,1998,93.500000,86.500000,97.000000,146.000000
申3 doses Polio Vaccination - Facility Type,Other,TX-Rest of State,2014,77.200000,58.600000,89.000000,64.000000
申1 dose Polio Vaccination - Age, non-Hispanic",NM-Rest of State,1999,87.900000,75.400000,94.500000,109.000000
申3 doses Polio Vaccination - Age,19 Months,Indiana,2016,93.200000,89.100000,95.800000,239.000000
申3 doses Polio Vaccination - Age,19-35 Months,Region  1,2005,96.700000,95.300000,97.700000,1311.000000
申3 doses Polio Vaccination - Age,19-35 Months,United States,2002,90.200000,89.500000,90.900000,21410.000000
申3 doses Polio Vaccination - Facility Type,Public,Region  6,1999,86.100000,81.500000,89.700000,701.000000
申3 doses Polio Vaccination - Facility Type,Other,Missouri,2012,72.800000,47.800000,88.700000,33.000000
申3 doses Polio Vaccination - Urbanicity, non-Hispanic",Maryland,2003,94.200000,89.800000,96.800000,273.000000
申1 dose Polio Vaccination - Age,Participating,NV-Rest of State,2003,88.700000,81.500000,93.400000,154.000000
申2 doses Polio Vaccination - Age,5 Months,Oregon,2015,76.300000,68.100000,82.900000,192.000000
申2 doses Polio Vaccination - Age,13 Months,IL-Rest of State,2004,98.200000,95.200000,99.300000,299.000000
申3 doses Polio Vaccination - Facility Type,Mixed,Region  9,2006,98.200000,94.300000,99.500000,150.000000
申2 doses Polio Vaccination - Age,5 Months,Region  8,2003,73.900000,70.200000,77.300000,1631.000000
申3 doses Polio Vaccination - Age,24 Months,TX-City of Houston,1999,79.300000,73.200000,84.300000,248.000000
申3 doses Polio Vaccination - Facility Type,Other,Colorado,2005,90.300000,77.800000,96.100000,87.000000
申2 doses Polio Vaccination - Age,13 Months,New York,2006,96.200000,94.200000,97.500000,526.000000
申3 doses Polio Vaccination - Urbanicity,Participating,NY-City of New York,2004,92.700000,87.300000,95.900000,193.000000
申2 doses Polio Vaccination - Age,5 Months,South Dakota,2006,77.100000,69.800000,83.100000,296.000000
申1 dose Polio Vaccination - Age, non-Hispanic",MN-Rest of State,2009,94.500000,90.700000,96.900000,218.000000
申3 doses Polio Vaccination - Age,19 Months,TX-Rest of State,1997,84.900000,79.800000,88.900000,312.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Georgia,1997,93.700000,90.200000,96.000000,322.000000
申3 doses Polio Vaccination - Age,24 Months,Vermont,2005,95.600000,91.000000,97.900000,173.000000
申3 doses Polio Vaccination - Facility Type,Private,Michigan,2000,91.400000,85.300000,95.100000,221.000000
申2 doses Polio Vaccination - Age,5 Months,Rhode Island,2011,87.800000,82.000000,91.900000,367.000000
申1 dose Polio Vaccination - Age,3 Months,Texas,2015,87.600000,84.700000,90.000000,1500.000000
申3 doses Polio Vaccination - Age,19 Months,TX-El Paso County,2006,87.000000,81.400000,91.100000,297.000000
申3 doses Polio Vaccination - Age,19 Months,TX-Bexar County,1996,88.000000,82.200000,92.100000,235.000000
申2 doses Polio Vaccination - Age,13 Months,PA-Philadelphia,1995,91.600000,83.800000,95.800000,152.000000
申3 doses Polio Vaccination - Age,19 Months,District of Columbia,1998,80.800000,74.900000,85.600000,261.000000
申1 dose Polio Vaccination - Age,Participating,GA-Rest of State,2004,97.100000,89.400000,99.200000,116.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Washington,2002,85.500000,72.300000,93.100000,59.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Region  2,2004,92.400000,88.400000,95.100000,581.000000
申2 doses Polio Vaccination - Age,13 Months,Iowa,2011,96.100000,92.700000,97.900000,313.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Arizona,2000,88.900000,83.900000,92.400000,317.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,New Mexico,2015,94.500000,87.500000,97.700000,107.000000
申3 doses Polio Vaccination - WIC,Participating,California,2015,95.100000,89.600000,97.800000,134.000000
申3 doses Polio Vaccination - Poverty,Living Below Poverty,Region  5,2013,88.900000,84.100000,92.400000,425.000000
申3 doses Polio Vaccination - Urbanicity, non-Hispanic",Oregon,1995,79.100000,66.400000,87.800000,62.000000
申3 doses Polio Vaccination - Facility Type,Living Below Poverty,Idaho,2001,88.300000,73.000000,95.500000,57.000000
申3 doses Polio Vaccination - Facility Type,Public,Region  7,2015,92.800000,81.700000,97.300000,144.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Maine,2005,96.600000,91.700000,98.600000,166.000000
申3 doses Polio Vaccination - Facility Type,Other,Texas,2000,73.400000,64.500000,80.800000,365.000000
申3 doses Polio Vaccination - Facility Type,Public,TX-Bexar County,2001,94.500000,90.200000,97.000000,197.000000
申3 doses Polio Vaccination - Poverty, non-Hispanic",Indiana,2008,94.700000,90.700000,97.000000,239.000000
申2 doses Polio Vaccination - Age,13 Months,Region  9,2010,92.300000,89.100000,94.700000,1262.000000
申3 doses Polio Vaccination - Age,24 Months,Tennessee,2003,90.900000,86.800000,93.800000,892.000000
申3 doses Polio Vaccination - Race/Ethnicity,"American Indian or Alaska Native only,Region  4,1995,88.200000,76.600000,94.500000,191.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Oregon,2014,88.300000,75.100000,95.000000,75.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Tennessee,2017,92.800000,84.100000,97.000000,128.000000
申3 doses Polio Vaccination - Facility Type,Private,Wyoming,2000,87.100000,80.000000,91.900000,182.000000
申3 doses Polio Vaccination - Facility Type,Mixed,Illinois,2013,98.800000,91.800000,99.800000,69.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,United States,2012,92.800000,91.200000,94.100000,3722.000000
申3 doses Polio Vaccination - Poverty,Living Below Poverty,Missouri,2009,81.900000,67.500000,90.800000,65.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,TX-El Paso County,2009,91.400000,87.000000,94.400000,278.000000
申3 doses Polio Vaccination - Facility Type, non-Hispanic",Oregon,2016,85.100000,78.000000,90.100000,177.000000
申1 dose Polio Vaccination - Age,Living In An MSA Central City,IN-Rest of State,2004,97.100000,89.100000,99.300000,71.000000
申3 doses Polio Vaccination - WIC,Not Participating,Maryland,2011,97.900000,94.600000,99.200000,386.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Region  1,2013,97.500000,95.700000,98.600000,1074.000000
申3 doses Polio Vaccination - WIC,Not Participating,TX-El Paso County,2003,88.400000,82.300000,92.500000,188.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Region 10,2005,90.100000,83.900000,94.000000,217.000000
申3 doses Polio Vaccination - Age,24 Months,TX-Dallas County,2012,90.800000,85.000000,94.500000,323.000000
申2 doses Polio Vaccination - Age,7 Months,Arizona,2013,86.700000,80.600000,91.100000,254.000000
申1 dose Polio Vaccination - Age,Living in an MSA Noncentral City,NJ-Rest of State,2006,93.800000,89.300000,96.500000,237.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,TX-Rest of State,2006,91.000000,79.400000,96.400000,60.000000
申3 doses Polio Vaccination - Poverty,Unknown poverty,Region 10,2010,88.400000,78.600000,94.100000,89.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Idaho,2016,88.500000,75.600000,95.000000,73.000000
申3 doses Polio Vaccination - Urbanicity, non-Hispanic",Florida,1996,97.400000,88.600000,99.400000,32.000000
申3 doses Polio Vaccination - Facility Type,Other,Nebraska,1996,92.500000,81.400000,97.200000,53.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Louisiana,2006,95.800000,89.900000,98.300000,103.000000
申3 doses Polio Vaccination - Age,24 Months,Maine,2013,93.400000,88.100000,96.400000,209.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,New York,1999,90.900000,86.900000,93.800000,319.000000
申1 dose Polio Vaccination - Age,3 Months,Illinois,2011,84.800000,79.900000,88.600000,762.000000
申3 doses Polio Vaccination - Poverty,Living Below Poverty,Mississippi,2000,90.100000,81.200000,95.000000,107.000000
申3 doses Polio Vaccination - Facility Type, non-Hispanic",Hawaii,2016,94.400000,86.200000,97.800000,52.000000
申2 doses Polio Vaccination - Age,5 Months,Alabama,1998,79.100000,74.100000,83.300000,545.000000
申3 doses Polio Vaccination - Age,24 Months,Region  9,2015,94.400000,91.500000,96.300000,1086.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Massachusetts,2005,98.800000,96.400000,99.600000,193.000000
申3 doses Polio Vaccination - Facility Type,Private,Kansas,2013,96.000000,89.400000,98.600000,88.000000
申3 doses Polio Vaccination - Age,19-35 Months,South Carolina,2012,95.300000,91.700000,97.400000,299.000000
申1 dose Polio Vaccination - Age,Living in an MSA Noncentral City,MD-Rest of State,2002,92.400000,86.300000,95.900000,243.000000
申3 doses Polio Vaccination - Age,19-35 Months,Arkansas,2014,92.400000,87.400000,95.500000,245.000000
申3 doses Polio Vaccination - Race/Ethnicity,"American Indian or Alaska Native only,Region  7,2002,89.800000,87.100000,91.900000,991.000000
申3 doses Polio Vaccination - Facility Type,Private,Region  8,2000,88.800000,85.300000,91.600000,897.000000
申3 doses Polio Vaccination - Facility Type,Private,Oklahoma,1999,86.400000,78.100000,91.900000,121.000000
申3 doses Polio Vaccination - Facility Type,Private,Maine,1998,95.300000,91.000000,97.600000,212.000000
申3 doses Polio Vaccination - Facility Type,Other,New Jersey,1999,91.600000,86.800000,94.800000,367.000000
申3 doses Polio Vaccination - Age,19 Months,Alabama,2007,87.200000,81.000000,91.600000,254.000000
申2 doses Polio Vaccination - Age,13 Months,Region  7,2012,93.300000,90.700000,95.200000,1119.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,Louisiana,2012,92.000000,80.600000,97.000000,86.000000
申1 dose Polio Vaccination - Age,3 Months,Maine,1998,91.200000,87.400000,94.000000,310.000000
申3 doses Polio Vaccination - Facility Type,Other,Region  2,2012,89.700000,80.800000,94.700000,94.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,New Hampshire,2000,93.000000,89.100000,95.500000,257.000000
申1 dose Polio Vaccination - Age,Living in an MSA Noncentral City,GA-Rest of State,2003,88.400000,79.800000,93.600000,151.000000
申3 doses Polio Vaccination - VFC Program Provider,Not Participating,Illinois,2013,93.900000,78.800000,98.500000,95.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,Colorado,1996,90.700000,80.200000,95.900000,59.000000
申3 doses Polio Vaccination - WIC,Participating,Idaho,2011,97.600000,93.100000,99.200000,110.000000
申1 dose Polio Vaccination - Age,3 Months,KS-Rest of State,1996,80.500000,59.900000,91.900000,37.000000
申2 doses Polio Vaccination - Age,5 Months,IL-City of Chicago,2003,68.700000,60.800000,75.700000,277.000000
申3 doses Polio Vaccination - WIC,Participating,Alaska,2003,92.000000,84.600000,96.000000,127.000000
申3 doses Polio Vaccination - Age,24 Months,Guam,2016,83.100000,77.700000,87.400000,314.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Connecticut,2015,100.000000,nan,nan,85.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Maryland,2008,96.500000,92.200000,98.400000,262.000000
申1 dose Polio Vaccination - Age,Living in an MSA Noncentral City,CA-San Diego County,2004,92.400000,86.600000,95.800000,178.000000
申3 doses Polio Vaccination - Facility Type,Public,South Dakota,2017,93.900000,78.500000,98.500000,42.000000
申3 doses Polio Vaccination - Age,24 Months,Region  8,1999,88.000000,85.600000,90.000000,1856.000000
申3 doses Polio Vaccination - Facility Type, non-Hispanic",Tennessee,2015,92.000000,85.100000,95.900000,149.000000
申2 doses Polio Vaccination - Age,5 Months,West Virginia,2017,78.600000,72.400000,83.700000,298.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Texas,2009,92.700000,88.800000,95.400000,784.000000
申3 doses Polio Vaccination - Facility Type,Other,Pennsylvania,2005,88.300000,77.400000,94.300000,122.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Tennessee,1996,96.000000,91.100000,98.200000,142.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Region  1,2001,93.700000,91.600000,95.200000,1348.000000
申3 doses Polio Vaccination - WIC,Participating,Kentucky,2010,91.200000,83.900000,95.400000,137.000000
申3 doses Polio Vaccination - VFC Program Provider,Participating,New Mexico,2014,96.200000,92.300000,98.100000,262.000000
申1 dose Polio Vaccination - Age,Living In An MSA Central City,NM-Rest of State,2001,83.200000,75.500000,88.900000,146.000000
申3 doses Polio Vaccination - WIC,Participating,Region  5,2007,89.800000,86.500000,92.400000,894.000000
申3 doses Polio Vaccination - WIC,Participating,Massachusetts,2017,96.800000,87.800000,99.200000,55.000000
申2 doses Polio Vaccination - Age,13 Months,Wisconsin,2012,89.500000,83.300000,93.600000,277.000000
申3 doses Polio Vaccination - Facility Type,Mixed,District of Columbia,2017,88.300000,70.400000,96.000000,48.000000
申1 dose Polio Vaccination - Age,Not Participating,CA-Santa Clara County,2000,90.000000,83.900000,93.900000,150.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Utah,1995,80.100000,69.500000,87.700000,82.000000
申3 doses Polio Vaccination - Facility Type,Other,Region  8,2016,90.200000,84.700000,93.900000,400.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Region  9,1995,87.400000,82.000000,91.300000,948.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,NY-Rest of State,2014,92.600000,75.800000,98.000000,41.000000
申3 doses Polio Vaccination - Age,19-35 Months,New Hampshire,1995,94.800000,91.000000,97.100000,242.000000
申2 doses Polio Vaccination - Age,5 Months,NY-City of New York,2011,68.900000,62.000000,75.200000,312.000000
申3 doses Polio Vaccination - Facility Type,Mixed,Region  3,2007,97.800000,94.000000,99.200000,126.000000
申3 doses Polio Vaccination - Facility Type,Private,PA-Philadelphia,2009,94.100000,88.200000,97.200000,138.000000
申3 doses Polio Vaccination - Poverty,Unknown poverty,New Mexico,2015,94.700000,86.800000,98.000000,142.000000
申3 doses Polio Vaccination - VFC Program Provider,Not Participating,Region 10,2004,81.300000,65.500000,90.900000,59.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Oregon,1996,83.800000,75.700000,89.600000,126.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Utah,1997,88.200000,76.600000,94.400000,79.000000
申3 doses Polio Vaccination - Race/Ethnicity, non-Hispanic",Region  4,2005,91.700000,88.800000,93.800000,1980.000000
申2 doses Polio Vaccination - Age,13 Months,TX-Bexar County,2000,91.900000,87.200000,94.900000,330.000000
申3 doses Polio Vaccination - Facility Type,Other,Georgia,2006,88.000000,78.800000,93.600000,138.000000
申1 dose Polio Vaccination - Age,Living In A Non MSA,MO-Rest of State,1996,98.900000,95.300000,99.700000,76.000000
申3 doses Polio Vaccination - Age,19-35 Months,Alaska,2011,93.300000,88.800000,96.100000,278.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Rhode Island,2002,96.800000,92.900000,98.600000,167.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Florida,2007,90.100000,80.000000,95.400000,173.000000
申3 doses Polio Vaccination - Race/Ethnicity,"American Indian or Alaska Native only,United States,1997,89.600000,87.700000,91.200000,3165.000000
申3 doses Polio Vaccination - Race/Ethnicity,"American Indian or Alaska Native only,Region  8,2001,88.400000,85.900000,90.500000,1655.000000
申3 doses Polio Vaccination - Facility Type,Mixed,Region  6,1996,96.400000,93.400000,98.100000,244.000000
申1 dose Polio Vaccination - Age,3 Months,Colorado,2007,90.700000,84.700000,94.500000,212.000000
申3 doses Polio Vaccination - Poverty,Unknown poverty,Region  8,2005,99.800000,98.400000,100.000000,45.000000
申3 doses Polio Vaccination - WIC,Not Participating,North Dakota,2003,87.400000,76.900000,93.600000,114.000000
申3 doses Polio Vaccination - WIC,Participating,Vermont,2015,95.300000,89.100000,98.100000,117.000000
申3 doses Polio Vaccination - Age,19 Months,West Virginia,2005,86.500000,79.100000,91.600000,223.000000
申3 doses Polio Vaccination - Age,24 Months,Wisconsin,2014,92.000000,86.600000,95.400000,240.000000
申2 doses Polio Vaccination - Age,5 Months,Region 10,2010,75.300000,71.800000,78.400000,1240.000000
申2 doses Polio Vaccination - Age,7 Months,Mississippi,2002,89.700000,82.900000,94.000000,254.000000
申1 dose Polio Vaccination - Age, non-Hispanic",FL-Miami-Dade County,1998,91.000000,79.800000,96.300000,55.000000
申1 dose Polio Vaccination - Age,3 Months,Wyoming,2005,91.800000,86.900000,95.000000,204.000000
申2 doses Polio Vaccination - Age,7 Months,Region  8,1999,88.100000,85.500000,90.200000,1856.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,Alabama,1998,91.500000,83.400000,95.800000,200.000000
申1 dose Polio Vaccination - Age,Living In A Non MSA,WI-Rest of State,1996,93.400000,85.900000,97.000000,90.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Florida,1995,92.900000,86.200000,96.400000,127.000000
申2 doses Polio Vaccination - Age,13 Months,Nebraska,2017,94.700000,90.500000,97.100000,246.000000
申1 dose Polio Vaccination - Age,Living in an MSA Noncentral City,MI-Rest of State,2001,85.500000,77.700000,90.900000,177.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,New York,2005,93.900000,90.000000,96.300000,326.000000
申1 dose Polio Vaccination - Age,Living In An MSA Central City,NV-Rest of State,2004,87.900000,81.600000,92.300000,199.000000
申2 doses Polio Vaccination - Age,5 Months,Nevada,2012,69.400000,62.600000,75.500000,287.000000
申3 doses Polio Vaccination - Facility Type,Public,Nevada,1995,83.900000,76.500000,89.200000,142.000000
申3 doses Polio Vaccination - Age,24 Months,New York,1999,89.600000,86.600000,92.000000,541.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Maine,2000,91.900000,84.600000,95.900000,114.000000
申3 doses Polio Vaccination - Facility Type,Living Below Poverty,Nevada,2017,92.900000,84.900000,96.800000,69.000000
申2 doses Polio Vaccination - Age,7 Months,Wyoming,2010,88.800000,82.500000,93.000000,243.000000
申3 doses Polio Vaccination - Urbanicity,Living in an MSA Noncentral City,Tennessee,1999,82.500000,73.000000,89.100000,189.000000
申2 doses Polio Vaccination - Age,7 Months,Louisiana,2016,85.600000,79.600000,90.000000,244.000000
申2 doses Polio Vaccination - Age,7 Months,Utah,2010,88.000000,82.900000,91.800000,348.000000
申3 doses Polio Vaccination - Facility Type,Mixed,Region  1,2010,100.000000,nan,nan,88.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Region  3,2006,94.000000,89.000000,96.900000,260.000000
申3 doses Polio Vaccination - Age,19-35 Months,District of Columbia,2000,85.000000,78.200000,90.000000,292.000000
申2 doses Polio Vaccination - Age,13 Months,Georgia,2014,93.300000,86.800000,96.700000,270.000000
申3 doses Polio Vaccination - Age,24 Months,Texas,2016,88.800000,85.400000,91.500000,1305.000000
申2 doses Polio Vaccination - Age,13 Months,Delaware,2007,96.500000,92.900000,98.300000,284.000000
申1 dose Polio Vaccination - Age,3 Months,Region  3,2000,89.800000,87.800000,91.600000,2328.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Illinois,1999,89.800000,69.300000,97.200000,57.000000
申1 dose Polio Vaccination - Age,3 Months,Wyoming,2015,89.500000,83.600000,93.400000,219.000000
申2 doses Polio Vaccination - Age,7 Months,Nebraska,2016,90.900000,84.400000,94.900000,219.000000
申3 doses Polio Vaccination - Age,24 Months,Region  9,2000,85.900000,83.200000,88.200000,2445.000000
申3 doses Polio Vaccination - Facility Type, non-Hispanic",TX-City of Houston,2012,98.200000,92.200000,99.600000,82.000000
申3 doses Polio Vaccination - Urbanicity,Living In A Non MSA,Michigan,2011,91.700000,73.800000,97.700000,59.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,Indiana,2009,94.100000,90.600000,96.300000,357.000000
申3 doses Polio Vaccination - VFC Program Provider,Participating,Missouri,2017,92.800000,84.300000,96.800000,147.000000
申3 doses Polio Vaccination - VFC Program Provider,Living in an MSA Noncentral City,TX-Rest of State,2015,100.000000,nan,nan,47.000000
申3 doses Polio Vaccination - Age,24 Months,Arkansas,2012,92.200000,86.400000,95.600000,274.000000
申3 doses Polio Vaccination - Facility Type, non-Hispanic",Delaware,2016,93.200000,85.800000,96.900000,104.000000
申3 doses Polio Vaccination - Urbanicity,Living In An MSA Central City,PA-Rest of State,1998,94.800000,84.800000,98.400000,81.000000
申3 doses Polio Vaccination - VFC Program Provider,Participating,Oklahoma,2015,96.600000,91.000000,98.800000,178.000000
申3 doses Polio Vaccination - Facility Type,Other,Minnesota,2010,91.500000,80.700000,96.600000,86.000000
申3 doses Polio Vaccination - Poverty,Living At or Above Poverty,Kentucky,2002,91.500000,85.700000,95.100000,197.000000
申1 dose Polio Vaccination - Age,Participating,WI-Milwaukee County,2003,94.800000,88.000000,97.800000,144.000000
申1 dose Polio Vaccination - Age,3 Months,Missouri,2015,87.000000,80.800000,91.500000,226.000000
申3 doses Polio Vaccination - Age,24 Months,North Carolina,2015,93.400000,88.200000,96.500000,261.000000
申2 doses Polio Vaccination - Age,13 Months,California,2005,94.100000,91.400000,96.000000,816.000000
申3 doses Polio Vaccination - Facility Type,Public,Delaware,1999,93.900000,89.500000,96.600000,214.000000
申3 doses Polio Vaccination - Poverty, non-Hispanic",California,2001,90.400000,71.900000,97.200000,74.000000
申2 doses Polio Vaccination - Age,7 Months,Region  9,2001,89.600000,87.200000,91.600000,2435.000000
申3 doses Polio Vaccination - Facility Type,Living Below Poverty,North Carolina,2011,93.200000,79.900000,98.000000,71.000000
申1 dose Polio Vaccination - Age,Participating,TN-Rest of State,2004,90.900000,83.400000,95.200000,140.000000
申3 doses Polio Vaccination - Facility Type,Unknown poverty,Nevada,2002,89.300000,83.100000,93.400000,211.000000
申3 doses Polio Vaccination - VFC Program Provider,Participating,TX-Rest of State,2017,93.900000,90.400000,96.100000,450.000000
申2 doses Polio Vaccination - Age,5 Months,Arkansas,2010,68.600000,61.700000,74.800000,341.000000
