Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
4dosesPCVVaccinationPoverty,Living Below Poverty,GA,66.000000,53.400000,38.400000,67.800000,2005
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,NH,251.000000,80.900000,75.100000,85.600000,2003
4dosesPCVVaccinationRaceEthnicity,Hispanic,NM,143.000000,84.900000,75.200000,91.300000,2014
3dosesPCVVaccinationRaceEthnicity,Asian only  non-Hispanic,US,679.000000,92.400000,88.900000,94.800000,2015
3dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,IL,140.000000,85.800000,77.700000,91.200000,2006
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,DC,266.000000,26.300000,20.500000,32.900000,2003
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,KS,108.000000,69.200000,57.800000,78.600000,2008
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,NC,128.000000,86.200000,75.700000,92.600000,2016
3dosesPCVVaccinationWIC,Not Participating ,NM,110.000000,92.200000,84.600000,96.200000,2013
4dosesPCVVaccinationAge,19-35 Months,WY,283.000000,45.200000,38.600000,52.000000,2006
3dosesPCVVaccinationAge,19-35 Months,VA,342.000000,93.000000,89.000000,95.600000,2007
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,MN,56.000000,76.800000,57.200000,89.100000,2016
4dosesPCVVaccinationWIC,Participating,PA,317.000000,82.100000,73.800000,88.200000,2014
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,AL,153.000000,95.900000,90.500000,98.300000,2015
3dosesPCVVaccinationFacilityType,Mixed,US,2223.000000,93.600000,91.400000,95.300000,2017
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,DC,121.000000,92.500000,85.000000,96.400000,2007
3dosesPCVVaccinationFacilityType,Other,CA,95.000000,89.500000,68.600000,97.100000,2007
3dosesPCVVaccinationFacilityType,Other,NM,58.000000,96.000000,81.700000,99.200000,2009
3dosesPCVVaccinationAge,24 Months,OR,224.000000,89.800000,82.900000,94.100000,2008
4dosesPCVVaccinationWIC,Participating,UT,82.000000,79.500000,66.500000,88.300000,2012
1dosePCVVaccinationAge,3 Months,GA,286.000000,87.000000,80.300000,91.600000,2015
3dosesPCVVaccinationFacilityType,Other,ME,101.000000,89.100000,78.900000,94.800000,2011
4dosesPCVVaccinationAge,19-35 Months,CT,386.000000,91.600000,87.700000,94.300000,2011
1dosePCVVaccinationAge,3 Months,DE,284.000000,80.400000,73.500000,85.800000,2007
3dosesPCVVaccinationPoverty,Living Below Poverty,AR,34.000000,81.200000,60.600000,92.400000,2005
3dosesPCVVaccinationFacilityType,Public,IL,73.000000,92.400000,82.800000,96.800000,2013
3dosesPCVVaccinationWIC,Not Participating ,CO,202.000000,60.400000,52.100000,68.100000,2003
4dosesPCVVaccinationAge,19-35 Months,MD,485.000000,83.400000,75.700000,89.100000,2009
4dosesPCVVaccinationVFCProgramProvider,Participating,MS,205.000000,54.000000,45.100000,62.700000,2006
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,PA,332.000000,83.300000,76.200000,88.600000,2009
3dosesPCVVaccinationPoverty,Unknown poverty,TX,59.000000,91.100000,70.400000,97.800000,2008
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,DC,152.000000,78.600000,65.800000,87.500000,2011
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,AK,145.000000,90.600000,84.300000,94.500000,2010
3dosesPCVVaccinationAge,19-35 Months,KY,272.000000,47.700000,40.800000,54.700000,2002
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,RI,118.000000,97.200000,92.500000,99.000000,2013
4dosesPCVVaccinationAge,24 Months,WV,304.000000,71.600000,65.200000,77.200000,2010
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,WV,210.000000,61.200000,52.800000,69.000000,2003
3dosesPCVVaccinationAge,13 Months,KY,243.000000,66.200000,58.200000,73.400000,2004
3dosesPCVVaccinationFacilityType,Other,WI,142.000000,85.600000,75.100000,92.100000,2005
3dosesPCVVaccinationAge,19 Months,CA,386.000000,91.700000,87.600000,94.500000,2009
2dosesPCVVaccinationAge,5 Months,TN,818.000000,52.500000,47.200000,57.700000,2004
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,GA,77.000000,88.000000,70.700000,95.700000,2013
4dosesPCVVaccinationFacilityType,Private,ID,131.000000,53.500000,44.400000,62.400000,2005
3dosesPCVVaccinationWIC,Participating,LA,124.000000,95.900000,90.100000,98.400000,2010
3dosesPCVVaccinationWIC,Not Participating ,MI,164.000000,89.200000,81.100000,94.100000,2010
4dosesPCVVaccinationPoverty,Living Below Poverty,NE,31.000000,65.900000,45.900000,81.400000,2005
3dosesPCVVaccinationWIC,Not Participating ,US,9697.000000,85.900000,84.700000,87.000000,2005
3dosesPCVVaccinationFacilityType,Public,AK,55.000000,92.700000,77.400000,97.900000,2015
3dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,IA,76.000000,98.500000,94.000000,99.600000,2012
3dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,TN,130.000000,96.100000,88.700000,98.700000,2009
3dosesPCVVaccinationPoverty,Living At or Above Poverty,NY,341.000000,78.000000,72.700000,82.600000,2003
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,KY,68.000000,37.000000,24.600000,51.400000,2002
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,AL,100.000000,86.100000,71.400000,93.900000,2014
4dosesPCVVaccinationVFCProgramProvider,Not Participating ,MI,33.000000,36.600000,19.500000,58.000000,2003
3dosesPCVVaccinationAge,13 Months,TN,277.000000,90.300000,84.900000,93.900000,2010
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,ME,230.000000,46.500000,39.300000,53.900000,2004
3dosesPCVVaccinationUrbanicity,Living In An MSA Central City,MI,304.000000,27.200000,19.500000,36.400000,2002
3dosesPCVVaccinationAge,19-35 Months,AZ,265.000000,92.500000,88.400000,95.300000,2017
2dosesPCVVaccinationAge,5 Months,NJ,260.000000,66.100000,58.100000,73.300000,2007
4dosesPCVVaccinationAge,19-35 Months,KS,242.000000,75.000000,68.300000,80.700000,2007
4dosesPCVVaccinationFacilityType,Other,VA,50.000000,81.200000,55.800000,93.700000,2016
3dosesPCVVaccinationAge,19 Months,NJ,262.000000,91.900000,86.400000,95.300000,2014
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,MA,247.000000,87.500000,80.800000,92.200000,2015
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,CA,694.000000,20.500000,16.700000,24.900000,2002
3dosesPCVVaccinationFacilityType,Other,RI,42.000000,61.700000,43.000000,77.600000,2002
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,OH,226.000000,94.300000,88.900000,97.100000,2011
3dosesPCVVaccinationUrbanicity,Living In An MSA Central City,WI,110.000000,92.500000,83.100000,96.900000,2009
4dosesPCVVaccinationWIC,Not Participating ,MI,164.000000,81.300000,71.800000,88.100000,2010
4dosesPCVVaccinationFacilityType,Mixed,PA,65.000000,92.600000,82.000000,97.200000,2011
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,AR,84.000000,80.500000,65.400000,90.000000,2014
3dosesPCVVaccinationAge,13 Months,NJ,554.000000,39.300000,33.600000,45.400000,2002
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,SD,60.000000,27.700000,16.300000,43.100000,2003
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,MD,246.000000,87.200000,79.600000,92.200000,2006
4dosesPCVVaccinationAge,19-35 Months,MT,260.000000,52.100000,45.000000,59.100000,2005
4dosesPCVVaccinationPoverty,Living At or Above Poverty,AZ,159.000000,79.200000,69.300000,86.500000,2016
3dosesPCVVaccinationPoverty,Living At or Above Poverty,AZ,390.000000,32.400000,27.400000,38.000000,2002
3dosesPCVVaccinationAge,7 Months,AZ,558.000000,7.600000,5.500000,10.500000,2002
3dosesPCVVaccinationAge,19 Months,UT,297.000000,69.500000,63.000000,75.300000,2004
4dosesPCVVaccinationFacilityType,Other,ME,106.000000,80.000000,69.500000,87.500000,2017
4dosesPCVVaccinationWIC,Participating,MS,165.000000,82.600000,74.500000,88.500000,2016
1dosePCVVaccinationAge,3 Months,ND,270.000000,74.100000,67.200000,80.000000,2005
3dosesPCVVaccinationVFCProgramProvider,Participating,IN,245.000000,94.900000,90.400000,97.400000,2008
3dosesPCVVaccinationAge,13 Months,MT,216.000000,87.500000,81.000000,92.000000,2017
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,PA,327.000000,86.900000,82.100000,90.500000,2010
4dosesPCVVaccinationRaceEthnicity,Asian only  non-Hispanic,TX,59.000000,85.200000,66.800000,94.300000,2014
4dosesPCVVaccinationRaceEthnicity,Hispanic,SC,34.000000,71.900000,53.300000,85.100000,2006
4dosesPCVVaccinationAge,19 Months,GA,270.000000,76.500000,68.000000,83.300000,2014
2dosesPCVVaccinationAge,5 Months,CA,328.000000,69.100000,60.500000,76.500000,2016
3dosesPCVVaccinationAge,13 Months,NM,244.000000,87.600000,81.200000,92.000000,2015
3dosesPCVVaccinationVFCProgramProvider,Not Participating ,SC,32.000000,92.800000,74.000000,98.300000,2008
4dosesPCVVaccinationFacilityType,Private,OK,143.000000,66.000000,55.400000,75.200000,2007
3dosesPCVVaccinationVFCProgramProvider,Participating,WI,148.000000,93.300000,86.100000,96.900000,2017
3dosesPCVVaccinationAge,19 Months,HI,266.000000,96.000000,93.000000,97.700000,2012
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,NM,48.000000,86.500000,68.900000,94.900000,2013
3dosesPCVVaccinationFacilityType,Private,NY,432.000000,91.300000,87.000000,94.300000,2011
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,US,4510.000000,15.600000,13.700000,17.600000,2002
3dosesPCVVaccinationFacilityType,Public,KS,30.000000,97.700000,85.200000,99.700000,2013
3dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,ID,63.000000,92.700000,80.300000,97.500000,2017
3dosesPCVVaccinationFacilityType,Public,WV,38.000000,80.000000,62.500000,90.500000,2009
3dosesPCVVaccinationFacilityType,Other,US,2536.000000,87.900000,85.000000,90.200000,2015
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,VT,163.000000,85.100000,77.300000,90.600000,2014
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,AZ,118.000000,86.700000,76.100000,93.000000,2012
3dosesPCVVaccinationAge,24 Months,MI,539.000000,33.500000,28.100000,39.400000,2002
4dosesPCVVaccinationRaceEthnicity,Hispanic,NJ,70.000000,76.600000,63.100000,86.300000,2011
3dosesPCVVaccinationVFCProgramProvider,Participating,AK,212.000000,76.000000,66.400000,83.500000,2004
3dosesPCVVaccinationAge,7 Months,DC,326.000000,25.700000,20.200000,32.100000,2004
4dosesPCVVaccinationRaceEthnicity,Black only  non-Hispanic,VA,37.000000,48.000000,30.400000,66.200000,2003
4dosesPCVVaccinationAge,24 Months,NV,297.000000,73.700000,66.900000,79.600000,2014
3dosesPCVVaccinationAge,7 Months,NJ,332.000000,56.700000,49.500000,63.600000,2010
3dosesPCVVaccinationAge,19 Months,WI,296.000000,93.100000,88.500000,96.000000,2010
3dosesPCVVaccinationFacilityType,Other,WV,89.000000,79.900000,68.100000,88.100000,2006
3dosesPCVVaccinationAge,19 Months,LA,556.000000,82.100000,77.900000,85.600000,2005
3dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,MS,57.000000,81.500000,64.100000,91.500000,2007
2dosesPCVVaccinationAge,5 Months,KY,243.000000,75.300000,67.900000,81.400000,2016
2dosesPCVVaccinationAge,5 Months,KS,255.000000,60.100000,52.700000,67.000000,2005
4dosesPCVVaccinationWIC,Participating,ID,90.000000,82.400000,71.400000,89.800000,2016
4dosesPCVVaccinationRaceEthnicity,Hispanic,DE,35.000000,40.100000,24.300000,58.300000,2005
2dosesPCVVaccinationAge,5 Months,SD,230.000000,76.900000,70.200000,82.500000,2009
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,CA,381.000000,43.700000,36.000000,51.700000,2003
3dosesPCVVaccinationUrbanicity,Living In An MSA Central City,TN,136.000000,96.300000,90.800000,98.600000,2009
3dosesPCVVaccinationAge,19 Months,PA,585.000000,92.600000,88.300000,95.400000,2013
3dosesPCVVaccinationVFCProgramProvider,Participating,ID,185.000000,92.400000,87.200000,95.600000,2006
3dosesPCVVaccinationAge,13 Months,CA,328.000000,79.600000,71.300000,86.000000,2016
3dosesPCVVaccinationWIC,Participating,VT,117.000000,93.900000,86.000000,97.400000,2015
3dosesPCVVaccinationFacilityType,Other,NJ,30.000000,94.600000,77.200000,98.900000,2008
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,NH,167.000000,88.300000,82.400000,92.500000,2007
3dosesPCVVaccinationUrbanicity,Living In A Non MSA,ME,94.000000,31.100000,22.200000,41.700000,2002
3dosesPCVVaccinationAge,19-35 Months,NH,280.000000,79.400000,73.700000,84.000000,2003
3dosesPCVVaccinationRaceEthnicity,Black only  non-Hispanic,NY,53.000000,93.600000,84.500000,97.500000,2010
3dosesPCVVaccinationAge,24 Months,KY,241.000000,93.600000,89.300000,96.300000,2015
4dosesPCVVaccinationFacilityType,Mixed,AK,30.000000,98.100000,87.300000,99.700000,2007
4dosesPCVVaccinationWIC,Not Participating ,WI,147.000000,83.900000,75.900000,89.600000,2017
4dosesPCVVaccinationFacilityType,Other,CA,57.000000,61.800000,40.100000,79.600000,2016
3dosesPCVVaccinationPoverty,Living At or Above Poverty,RI,180.000000,95.800000,88.900000,98.500000,2008
3dosesPCVVaccinationFacilityType,Other,MI,112.000000,60.700000,47.100000,72.900000,2003
3dosesPCVVaccinationVFCProgramProvider,Participating,NJ,192.000000,96.100000,91.300000,98.300000,2014
4dosesPCVVaccinationFacilityType,Public,WA,39.000000,79.100000,58.900000,90.900000,2011
3dosesPCVVaccinationPoverty,Living Below Poverty,RI,39.000000,88.900000,71.800000,96.200000,2007
4dosesPCVVaccinationVFCProgramProvider,Participating,TN,188.000000,90.500000,83.800000,94.600000,2017
3dosesPCVVaccinationFacilityType,Private,NE,126.000000,85.800000,77.300000,91.500000,2005
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,CT,127.000000,90.700000,81.400000,95.600000,2013
4dosesPCVVaccinationAge,19 Months,MN,290.000000,82.100000,74.600000,87.700000,2012
4dosesPCVVaccinationFacilityType,Private,NV,155.000000,22.900000,16.400000,30.900000,2004
2dosesPCVVaccinationAge,5 Months,ND,334.000000,78.600000,71.500000,84.300000,2014
3dosesPCVVaccinationFacilityType,Mixed,ID,52.000000,97.800000,85.900000,99.700000,2010
3dosesPCVVaccinationVFCProgramProvider,Not Participating ,KY,43.000000,96.100000,77.000000,99.500000,2016
4dosesPCVVaccinationPoverty,Living Below Poverty,AR,52.000000,64.500000,47.600000,78.400000,2006
4dosesPCVVaccinationAge,19-35 Months,IL,562.000000,19.300000,15.600000,23.700000,2002
3dosesPCVVaccinationAge,19 Months,WY,218.000000,89.500000,82.700000,93.800000,2014
3dosesPCVVaccinationAge,7 Months,CT,266.000000,73.200000,66.300000,79.200000,2017
3dosesPCVVaccinationVFCProgramProvider,Participating,AR,186.000000,93.600000,87.600000,96.800000,2015
4dosesPCVVaccinationFacilityType,Other,ID,47.000000,77.100000,58.800000,88.800000,2016
4dosesPCVVaccinationAge,19-35 Months,MN,249.000000,80.500000,72.400000,86.600000,2017
4dosesPCVVaccinationFacilityType,Mixed,HI,34.000000,68.400000,47.600000,83.800000,2017
3dosesPCVVaccinationUrbanicity,Living In An MSA Central City,NM,107.000000,56.700000,42.900000,69.500000,2003
3dosesPCVVaccinationAge,24 Months,NJ,353.000000,89.700000,84.300000,93.500000,2009
4dosesPCVVaccinationPoverty,Living Below Poverty,WA,85.000000,71.200000,56.500000,82.500000,2007
4dosesPCVVaccinationPoverty,Living At or Above Poverty,RI,180.000000,85.200000,76.400000,91.100000,2008
4dosesPCVVaccinationAge,19 Months,NH,238.000000,83.100000,76.600000,88.000000,2016
1dosePCVVaccinationAge,3 Months,CT,289.000000,17.200000,13.000000,22.400000,2002
4dosesPCVVaccinationFacilityType,Mixed,TX,147.000000,33.300000,21.400000,47.700000,2004
4dosesPCVVaccinationRaceEthnicity,Multiple Races  non-Hispanic,IL,38.000000,85.100000,60.600000,95.500000,2010
3dosesPCVVaccinationAge,19-35 Months,NJ,566.000000,78.900000,72.100000,84.400000,2004
3dosesPCVVaccinationAge,19-35 Months,MO,271.000000,49.100000,42.400000,55.900000,2002
4dosesPCVVaccinationUrbanicity,Living In An MSA Central City,HI,85.000000,90.900000,82.100000,95.600000,2013
4dosesPCVVaccinationWIC,Participating,MO,139.000000,72.600000,63.600000,80.100000,2010
3dosesPCVVaccinationFacilityType,Other,US,3730.000000,70.300000,67.600000,72.900000,2004
3dosesPCVVaccinationAge,24 Months,WI,221.000000,91.700000,85.500000,95.400000,2016
3dosesPCVVaccinationRaceEthnicity,Asian only  non-Hispanic,PA,44.000000,94.900000,81.600000,98.700000,2016
4dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,UT,252.000000,75.700000,68.200000,81.900000,2009
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,WA,115.000000,75.600000,65.200000,83.700000,2009
4dosesPCVVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,US,272.000000,45.000000,35.800000,54.600000,2004
4dosesPCVVaccinationWIC,Participating,US,10159.000000,28.500000,27.100000,30.000000,2003
4dosesPCVVaccinationUrbanicity,Living In A Non MSA,LA,88.000000,45.400000,33.300000,58.100000,2004
4dosesPCVVaccinationRaceEthnicity,Black only  non-Hispanic,MS,71.000000,77.100000,64.200000,86.300000,2016
3dosesPCVVaccinationAge,19-35 Months,US,21310.000000,68.100000,67.100000,69.100000,2003
4dosesPCVVaccinationVFCProgramProvider,Participating,WA,229.000000,82.800000,75.200000,88.400000,2017
4dosesPCVVaccinationPoverty,Living At or Above Poverty,CO,179.000000,73.400000,64.100000,81.100000,2007
3dosesPCVVaccinationUrbanicity,Living In An MSA Central City,PA,223.000000,94.100000,89.200000,96.800000,2005
1dosePCVVaccinationAge,3 Months,WV,304.000000,77.700000,71.000000,83.100000,2010
4dosesPCVVaccinationAge,24 Months,KY,276.000000,75.300000,68.600000,81.000000,2010
3dosesPCVVaccinationVFCProgramProvider,Participating,SC,186.000000,90.500000,82.400000,95.100000,2017
4dosesPCVVaccinationAge,19 Months,HI,238.000000,75.800000,68.500000,81.800000,2008
3dosesPCVVaccinationPoverty,Living Below Poverty,OH,90.000000,89.200000,74.900000,95.800000,2006
3dosesPCVVaccinationWIC,Participating,MD,282.000000,89.800000,81.500000,94.600000,2008
3dosesPCVVaccinationPoverty,Living At or Above Poverty,AL,153.000000,94.800000,90.100000,97.300000,2012
4dosesPCVVaccinationFacilityType,Mixed,LA,55.000000,55.500000,35.700000,73.700000,2004
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,CT,167.000000,84.600000,75.900000,90.500000,2017
3dosesPCVVaccinationRaceEthnicity,White only  non-Hispanic,OK,109.000000,90.500000,80.100000,95.800000,2017
3dosesPCVVaccinationAge,19 Months,MD,313.000000,94.000000,89.200000,96.700000,2007
3dosesPCVVaccinationRaceEthnicity,Multiple Races  non-Hispanic,MD,36.000000,87.500000,61.200000,96.900000,2008
4dosesPCVVaccinationRaceEthnicity,Hispanic,CT,31.000000,97.200000,82.500000,99.600000,2010
3dosesPCVVaccinationUrbanicity,Living In A Non MSA,AR,115.000000,94.600000,87.700000,97.800000,2012
4dosesPCVVaccinationWIC,Not Participating ,NE,160.000000,74.200000,65.600000,81.300000,2006
3dosesPCVVaccinationAge,24 Months,MS,267.000000,72.600000,65.700000,78.600000,2005
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,IL,249.000000,84.300000,78.300000,88.900000,2012
3dosesPCVVaccinationFacilityType,Mixed,OH,39.000000,88.400000,70.000000,96.100000,2009
4dosesPCVVaccinationFacilityType,Private,PA,398.000000,90.100000,85.200000,93.500000,2011
4dosesPCVVaccinationAge,19 Months,OH,249.000000,64.500000,56.700000,71.500000,2013
3dosesPCVVaccinationRaceEthnicity,Black only  non-Hispanic,US,1909.000000,93.400000,91.500000,94.900000,2011
4dosesPCVVaccinationVFCProgramProvider,Participating,NJ,246.000000,85.000000,78.100000,90.000000,2017
4dosesPCVVaccinationVFCProgramProvider,Not Participating ,TX,103.000000,36.600000,24.600000,50.500000,2004
3dosesPCVVaccinationWIC,Not Participating ,MD,296.000000,75.900000,68.200000,82.100000,2003
3dosesPCVVaccinationAge,13 Months,ND,294.000000,61.700000,55.000000,68.100000,2004
3dosesPCVVaccinationAge,7 Months,AR,347.000000,53.000000,45.900000,60.000000,2007
3dosesPCVVaccinationWIC,Participating,MI,322.000000,46.900000,38.100000,55.800000,2003
4dosesPCVVaccinationUrbanicity,Living in an MSA Noncentral City,MO,157.000000,72.800000,63.700000,80.300000,2006
3dosesPCVVaccinationVFCProgramProvider,Not Participating ,TN,47.000000,95.700000,75.100000,99.400000,2010
3dosesPCVVaccinationPoverty,Living Below Poverty,CO,41.000000,96.000000,79.500000,99.300000,2008
4dosesPCVVaccinationRaceEthnicity,Black only  non-Hispanic,FL,43.000000,79.500000,62.200000,90.100000,2011
4dosesPCVVaccinationWIC,Not Participating ,FL,116.000000,85.200000,71.600000,92.900000,2012
3dosesPCVVaccinationPoverty,Living At or Above Poverty,CO,290.000000,90.400000,84.100000,94.400000,2009
3dosesPCVVaccinationPoverty,Living Below Poverty,TX,557.000000,93.400000,90.000000,95.700000,2011
3dosesPCVVaccinationFacilityType,Private,CA,251.000000,97.300000,94.800000,98.600000,2011
3dosesPCVVaccinationRaceEthnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,US,88.000000,96.700000,90.800000,98.900000,2010
3dosesPCVVaccinationVFCProgramProvider,Participating,MS,193.000000,95.900000,91.900000,97.900000,2017
3dosesPCVVaccinationAge,19 Months,GA,313.000000,91.400000,86.300000,94.600000,2007
4dosesPCVVaccinationPoverty,Living Below Poverty,AK,38.000000,51.500000,33.500000,69.100000,2003
3dosesPCVVaccinationRaceEthnicity,Hispanic,OK,44.000000,44.900000,30.100000,60.700000,2005
2dosesPCVVaccinationAge,5 Months,HI,238.000000,73.200000,65.600000,79.700000,2008
3dosesPCVVaccinationVFCProgramProvider,Not Participating ,IN,32.000000,84.600000,61.300000,95.000000,2012
4dosesPCVVaccinationVFCProgramProvider,Participating,WY,246.000000,12.900000,8.900000,18.400000,2002
