Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
1doseHepatitisAVaccinationWIC,Not Participating ,KY,187.000000,65.400000,57.800000,72.300000,2009
1doseHepatitisAVaccinationUrbanicity,Living In A Non MSA,US,3876.000000,70.500000,67.400000,73.400000,2010
1doseHepatitisAVaccinationRaceEthnicity,Hispanic,ID,41.000000,93.000000,78.200000,98.000000,2013
2dosesHepatitisAVaccinationVFCProgramProvider,Not Participating ,AL,72.000000,49.300000,35.200000,63.400000,2011
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,WA,146.000000,54.400000,43.700000,64.700000,2013
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,ME,118.000000,66.400000,56.200000,75.200000,2011
2dosesHepatitisAVaccinationFacilityType,Mixed,LA,35.000000,77.700000,60.300000,88.900000,2014
1doseHepatitisAVaccinationRaceEthnicity,Black only  non-Hispanic,PA,125.000000,12.900000,7.100000,22.200000,2006
2dosesHepatitisAVaccinationFacilityType,Mixed,WA,45.000000,61.500000,43.300000,77.000000,2017
1doseHepatitisAVaccinationRaceEthnicity,Hispanic,GA,41.000000,96.200000,89.300000,98.700000,2014
1doseHepatitisAVaccinationWIC,Participating,MO,185.000000,73.800000,65.500000,80.600000,2011
1doseHepatitisAVaccinationUrbanicity,Living In An MSA Central City,AK,73.000000,82.700000,71.400000,90.200000,2009
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,NV,157.000000,70.900000,61.900000,78.400000,2017
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,DE,183.000000,11.300000,7.200000,17.300000,2007
2dosesHepatitisAVaccinationFacilityType,Other,WI,50.000000,34.200000,21.600000,49.500000,2008
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,AR,258.000000,47.300000,39.700000,55.000000,2008
2dosesHepatitisAVaccinationFacilityType,Private,SD,111.000000,31.500000,22.000000,42.800000,2010
2dosesHepatitisAVaccinationRaceEthnicity,Asian only  non-Hispanic,NJ,44.000000,51.500000,33.900000,68.800000,2017
2dosesHepatitisAVaccinationAge,19-35 Months,US,21997.000000,1.400000,1.100000,1.700000,2004
2dosesHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,TX,471.000000,56.700000,49.500000,63.600000,2012
2dosesHepatitisAVaccinationWIC,Not Participating ,WY,130.000000,36.800000,25.700000,49.500000,2014
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,TX,1040.000000,4.100000,2.600000,6.500000,2003
1doseHepatitisAVaccinationWIC,Participating,PA,207.000000,91.400000,84.700000,95.300000,2017
2dosesHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,RI,190.000000,69.300000,61.200000,76.400000,2017
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,KS,291.000000,61.300000,52.300000,69.600000,2011
1doseHepatitisAVaccinationAge,19-35 Months,TN,277.000000,84.600000,79.100000,88.800000,2010
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,NJ,50.000000,69.100000,53.600000,81.300000,2015
2dosesHepatitisAVaccinationAge,19-35 Months,HI,266.000000,63.800000,56.800000,70.300000,2016
1doseHepatitisAVaccinationVFCProgramProvider,Participating,KS,160.000000,94.600000,88.600000,97.500000,2014
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,CA,620.000000,47.600000,41.300000,54.000000,2008
2dosesHepatitisAVaccinationVFCProgramProvider,Not Participating ,OH,39.000000,23.900000,13.000000,39.700000,2007
2dosesHepatitisAVaccinationFacilityType,Private,UT,207.000000,51.300000,43.000000,59.500000,2009
2dosesHepatitisAVaccinationAge,19-35 Months,AZ,317.000000,51.900000,45.100000,58.600000,2009
1doseHepatitisAVaccinationAge,19-35 Months,DE,251.000000,78.700000,72.000000,84.100000,2009
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,KS,79.000000,66.500000,51.700000,78.500000,2014
2dosesHepatitisAVaccinationFacilityType,Private,CA,270.000000,47.300000,40.000000,54.700000,2009
2dosesHepatitisAVaccinationVFCProgramProvider,Not Participating ,US,1203.000000,54.900000,49.300000,60.300000,2013
1doseHepatitisAVaccinationAge,19-35 Months,MT,260.000000,6.000000,3.400000,10.300000,2005
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,AL,164.000000,65.200000,55.500000,73.800000,2016
2dosesHepatitisAVaccinationAge,24 Months,HI,266.000000,40.500000,33.800000,47.600000,2016
1doseHepatitisAVaccinationPoverty,Living Below Poverty,WY,35.000000,34.600000,17.700000,56.400000,2007
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,GA,53.000000,72.300000,54.500000,85.000000,2012
1doseHepatitisAVaccinationFacilityType,Public,NV,51.000000,31.700000,19.100000,47.700000,2005
2dosesHepatitisAVaccinationWIC,Not Participating ,MT,161.000000,37.700000,29.900000,46.100000,2010
1doseHepatitisAVaccinationWIC,Not Participating ,LA,79.000000,75.900000,63.800000,84.900000,2013
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,US,3903.000000,56.000000,53.200000,58.800000,2015
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,NM,176.000000,28.100000,20.500000,37.200000,2003
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,NY,161.000000,8.100000,4.500000,14.100000,2006
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,SD,203.000000,9.600000,5.700000,16.000000,2007
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,NJ,212.000000,79.900000,72.500000,85.700000,2012
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,MD,69.000000,49.400000,34.400000,64.400000,2010
2dosesHepatitisAVaccinationAge,19-35 Months,ND,253.000000,61.100000,54.400000,67.400000,2010
1doseHepatitisAVaccinationAge,19-35 Months,WA,397.000000,25.000000,20.400000,30.400000,2005
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,NY,269.000000,31.900000,25.800000,38.800000,2009
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,IL,436.000000,39.000000,31.900000,46.700000,2011
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,RI,216.000000,88.400000,82.500000,92.400000,2012
2dosesHepatitisAVaccinationFacilityType,Private,FL,185.000000,56.800000,46.600000,66.400000,2016
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,NY,350.000000,46.700000,40.800000,52.700000,2012
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,GA,174.000000,71.900000,62.800000,79.500000,2016
1doseHepatitisAVaccinationUrbanicity,Living In An MSA Central City,WA,283.000000,39.400000,32.400000,46.900000,2006
1doseHepatitisAVaccinationFacilityType,Private,WY,153.000000,36.200000,27.200000,46.200000,2007
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,NM,97.000000,59.300000,48.300000,69.500000,2010
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,AR,80.000000,55.200000,40.400000,69.100000,2011
1doseHepatitisAVaccinationUrbanicity,Living In An MSA Central City,CO,132.000000,71.500000,58.300000,81.800000,2008
2dosesHepatitisAVaccinationAge,19-35 Months,VT,232.000000,32.800000,26.400000,39.800000,2008
1doseHepatitisAVaccinationWIC,Not Participating ,AK,124.000000,92.200000,85.700000,95.900000,2014
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,UT,297.000000,86.400000,79.600000,91.100000,2011
2dosesHepatitisAVaccinationWIC,Participating,DE,120.000000,62.600000,51.800000,72.400000,2012
2dosesHepatitisAVaccinationAge,19-35 Months,MN,249.000000,56.100000,47.600000,64.200000,2017
2dosesHepatitisAVaccinationRaceEthnicity,Multiple Races  non-Hispanic,TX,75.000000,57.800000,41.300000,72.700000,2017
2dosesHepatitisAVaccinationFacilityType,Private,RI,160.000000,64.700000,55.100000,73.300000,2014
1doseHepatitisAVaccinationAge,19-35 Months,MD,485.000000,74.000000,66.100000,80.600000,2009
1doseHepatitisAVaccinationFacilityType,Mixed,AL,39.000000,94.900000,80.000000,98.800000,2017
1doseHepatitisAVaccinationVFCProgramProvider,Participating,MO,225.000000,70.000000,62.700000,76.400000,2008
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,NV,36.000000,45.100000,22.500000,70.000000,2011
1doseHepatitisAVaccinationRaceEthnicity,Black only  non-Hispanic,NY,44.000000,87.800000,75.400000,94.400000,2017
2dosesHepatitisAVaccinationVFCProgramProvider,Not Participating ,CA,87.000000,41.600000,29.400000,55.100000,2009
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,DE,38.000000,52.500000,35.500000,68.900000,2009
1doseHepatitisAVaccinationUrbanicity,Living In An MSA Central City,TX,1064.000000,27.000000,22.700000,31.700000,2004
1doseHepatitisAVaccinationPoverty,Living Below Poverty,UT,50.000000,80.000000,64.700000,89.700000,2010
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,WV,61.000000,69.300000,55.400000,80.400000,2016
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,TX,77.000000,61.100000,46.300000,74.200000,2014
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,NC,243.000000,47.900000,40.200000,55.800000,2012
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,KS,269.000000,60.800000,51.000000,69.800000,2011
2dosesHepatitisAVaccinationAge,19-35 Months,VT,331.000000,43.400000,37.400000,49.700000,2009
1doseHepatitisAVaccinationFacilityType,Mixed,GU,122.000000,84.300000,75.500000,90.400000,2017
2dosesHepatitisAVaccinationFacilityType,Other,AK,44.000000,43.900000,28.700000,60.400000,2017
1doseHepatitisAVaccinationWIC,Not Participating ,IL,281.000000,10.400000,6.300000,16.800000,2006
2dosesHepatitisAVaccinationAge,19 Months,GA,284.000000,24.900000,19.000000,31.900000,2012
1doseHepatitisAVaccinationFacilityType,Private,MA,243.000000,79.000000,71.200000,85.100000,2010
2dosesHepatitisAVaccinationWIC,Participating,MN,103.000000,40.600000,30.900000,51.200000,2009
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,DC,175.000000,47.400000,39.400000,55.500000,2009
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,AL,173.000000,14.000000,9.100000,21.100000,2007
2dosesHepatitisAVaccinationFacilityType,Other,NM,63.000000,62.200000,44.300000,77.300000,2014
1doseHepatitisAVaccinationUrbanicity,Living In An MSA Central City,SD,83.000000,58.300000,45.500000,70.100000,2008
1doseHepatitisAVaccinationFacilityType,Mixed,TX,103.000000,53.900000,38.200000,69.000000,2006
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,SC,121.000000,69.200000,59.000000,77.800000,2009
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,NE,33.000000,36.400000,20.100000,56.600000,2008
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,NC,246.000000,42.500000,34.500000,51.000000,2011
1doseHepatitisAVaccinationAge,19-35 Months,WV,241.000000,85.700000,78.700000,90.700000,2015
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,MO,102.000000,39.100000,26.600000,53.200000,2014
1doseHepatitisAVaccinationFacilityType,Public,AK,48.000000,64.500000,48.500000,77.900000,2006
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,AK,209.000000,54.600000,46.100000,62.900000,2014
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,SD,190.000000,60.300000,52.200000,67.900000,2012
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,OK,80.000000,51.700000,37.600000,65.500000,2014
1doseHepatitisAVaccinationFacilityType,Other,NC,32.000000,67.600000,48.000000,82.500000,2008
1doseHepatitisAVaccinationFacilityType,Other,DE,50.000000,32.500000,18.200000,50.900000,2007
1doseHepatitisAVaccinationFacilityType,Public,MT,53.000000,47.300000,32.500000,62.600000,2007
1doseHepatitisAVaccinationAge,19 Months,TX,1545.000000,84.500000,81.700000,86.900000,2017
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,DE,170.000000,82.000000,71.500000,89.200000,2011
1doseHepatitisAVaccinationRaceEthnicity,Hispanic,OK,33.000000,72.400000,51.500000,86.600000,2016
1doseHepatitisAVaccinationAge,19-35 Months,OK,279.000000,41.900000,35.400000,48.700000,2005
2dosesHepatitisAVaccinationWIC,Not Participating ,MI,131.000000,69.300000,59.200000,77.900000,2015
1doseHepatitisAVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,SD,30.000000,90.300000,67.900000,97.600000,2013
1doseHepatitisAVaccinationUrbanicity,Living In A Non MSA,LA,51.000000,88.900000,73.500000,95.800000,2017
1doseHepatitisAVaccinationPoverty,Living Below Poverty,NM,102.000000,89.000000,79.000000,94.600000,2016
2dosesHepatitisAVaccinationVFCProgramProvider,Not Participating ,KY,65.000000,42.800000,28.000000,59.000000,2011
2dosesHepatitisAVaccinationFacilityType,Mixed,CA,44.000000,64.600000,43.900000,81.000000,2012
1doseHepatitisAVaccinationAge,19 Months,VT,246.000000,66.900000,59.500000,73.600000,2014
2dosesHepatitisAVaccinationWIC,Participating,US,8131.000000,52.600000,50.700000,54.600000,2011
1doseHepatitisAVaccinationUrbanicity,Living In A Non MSA,AZ,60.000000,33.600000,21.200000,48.700000,2005
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,DC,188.000000,45.900000,37.600000,54.400000,2008
1doseHepatitisAVaccinationUrbanicity,Living In A Non MSA,KY,97.000000,67.700000,49.500000,81.800000,2014
1doseHepatitisAVaccinationPoverty,Living Below Poverty,AK,38.000000,52.100000,34.500000,69.100000,2006
1doseHepatitisAVaccinationAge,24 Months,DE,326.000000,78.000000,71.000000,83.600000,2011
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,MT,225.000000,53.500000,45.100000,61.700000,2009
2dosesHepatitisAVaccinationAge,19-35 Months,DE,232.000000,69.600000,62.300000,76.000000,2017
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,TN,194.000000,60.900000,52.600000,68.600000,2010
2dosesHepatitisAVaccinationRaceEthnicity,Hispanic,KS,46.000000,61.000000,42.400000,76.800000,2017
2dosesHepatitisAVaccinationPoverty,Living Below Poverty,KS,58.000000,62.300000,47.700000,75.000000,2015
1doseHepatitisAVaccinationWIC,Participating,VA,69.000000,59.900000,44.900000,73.200000,2008
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,TX,260.000000,61.000000,51.000000,70.100000,2013
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,GA,209.000000,90.800000,84.800000,94.500000,2010
1doseHepatitisAVaccinationVFCProgramProvider,Not Participating ,DC,125.000000,88.900000,81.800000,93.400000,2009
1doseHepatitisAVaccinationWIC,Participating,VA,75.000000,59.400000,44.600000,72.600000,2009
2dosesHepatitisAVaccinationAge,24 Months,NJ,268.000000,30.000000,23.500000,37.300000,2016
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,WI,55.000000,41.200000,27.700000,56.200000,2012
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,AL,250.000000,53.700000,45.700000,61.500000,2011
1doseHepatitisAVaccinationFacilityType,Mixed,CO,39.000000,84.200000,62.900000,94.400000,2016
1doseHepatitisAVaccinationAge,24 Months,NC,287.000000,66.400000,58.200000,73.700000,2011
2dosesHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,ID,80.000000,53.800000,35.800000,70.900000,2012
1doseHepatitisAVaccinationAge,19-35 Months,IL,473.000000,86.500000,82.400000,89.800000,2017
1doseHepatitisAVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,AK,50.000000,89.800000,77.800000,95.700000,2008
2dosesHepatitisAVaccinationWIC,Participating,NV,107.000000,52.900000,41.900000,63.500000,2009
1doseHepatitisAVaccinationVFCProgramProvider,Participating,SC,238.000000,77.800000,70.400000,83.800000,2011
1doseHepatitisAVaccinationWIC,Not Participating ,CA,601.000000,28.700000,23.200000,34.800000,2004
2dosesHepatitisAVaccinationRaceEthnicity,Black only  non-Hispanic,SC,52.000000,46.300000,31.600000,61.600000,2015
1doseHepatitisAVaccinationWIC,Participating,ID,83.000000,90.000000,79.200000,95.600000,2017
1doseHepatitisAVaccinationFacilityType,Mixed,MI,38.000000,94.500000,79.400000,98.700000,2017
2dosesHepatitisAVaccinationFacilityType,Other,OR,46.000000,37.700000,23.800000,54.000000,2013
2dosesHepatitisAVaccinationWIC,Not Participating ,VT,191.000000,39.500000,32.400000,47.000000,2009
1doseHepatitisAVaccinationWIC,Not Participating ,VT,127.000000,79.300000,70.600000,85.900000,2014
1doseHepatitisAVaccinationWIC,Participating,CO,75.000000,84.800000,73.500000,91.800000,2015
1doseHepatitisAVaccinationVFCProgramProvider,Participating,KY,187.000000,61.000000,52.400000,69.000000,2008
2dosesHepatitisAVaccinationAge,24 Months,SC,282.000000,43.300000,36.500000,50.300000,2016
2dosesHepatitisAVaccinationFacilityType,Mixed,TX,163.000000,62.800000,47.100000,76.200000,2013
1doseHepatitisAVaccinationFacilityType,Public,NV,30.000000,96.300000,77.400000,99.500000,2014
2dosesHepatitisAVaccinationFacilityType,Public,US,1771.000000,46.300000,42.100000,50.500000,2009
1doseHepatitisAVaccinationUrbanicity,Living In A Non MSA,AR,143.000000,58.900000,46.800000,70.100000,2011
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,ND,214.000000,48.900000,41.700000,56.200000,2008
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,WY,158.000000,40.800000,32.500000,49.600000,2016
2dosesHepatitisAVaccinationFacilityType,Private,RI,170.000000,72.800000,64.300000,79.900000,2017
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,TX,325.000000,87.300000,79.200000,92.500000,2014
2dosesHepatitisAVaccinationRaceEthnicity,Hispanic,NE,34.000000,77.600000,59.100000,89.200000,2013
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,WY,218.000000,66.700000,59.000000,73.700000,2017
1doseHepatitisAVaccinationVFCProgramProvider,Participating,NV,262.000000,33.800000,27.700000,40.500000,2003
1doseHepatitisAVaccinationFacilityType,Public,MT,76.000000,67.000000,49.800000,80.600000,2011
2dosesHepatitisAVaccinationUrbanicity,Living In An MSA Central City,VA,68.000000,33.500000,20.800000,49.100000,2008
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,IN,72.000000,89.700000,79.400000,95.100000,2016
2dosesHepatitisAVaccinationPoverty,Living At or Above Poverty,KS,225.000000,60.400000,52.500000,67.700000,2012
1doseHepatitisAVaccinationPoverty,Living At or Above Poverty,MO,177.000000,81.400000,73.300000,87.400000,2017
1doseHepatitisAVaccinationAge,19-35 Months,MA,275.000000,65.900000,58.700000,72.400000,2009
1doseHepatitisAVaccinationAge,19 Months,CA,300.000000,79.600000,72.200000,85.500000,2014
1doseHepatitisAVaccinationFacilityType,Private,SC,143.000000,84.200000,75.000000,90.400000,2015
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,MD,513.000000,44.400000,37.900000,51.100000,2008
1doseHepatitisAVaccinationWIC,Not Participating ,IA,167.000000,84.500000,77.000000,89.800000,2015
1doseHepatitisAVaccinationWIC,Participating,TN,117.000000,86.600000,78.800000,91.900000,2010
1doseHepatitisAVaccinationWIC,Not Participating ,NV,193.000000,39.100000,31.200000,47.500000,2005
2dosesHepatitisAVaccinationWIC,Not Participating ,CT,188.000000,64.900000,57.400000,71.800000,2012
2dosesHepatitisAVaccinationWIC,Participating,VT,89.000000,24.400000,14.500000,38.200000,2007
1doseHepatitisAVaccinationVFCProgramProvider,Participating,MS,178.000000,70.400000,60.400000,78.700000,2014
2dosesHepatitisAVaccinationAge,19-35 Months,CO,353.000000,42.000000,35.500000,48.900000,2010
2dosesHepatitisAVaccinationFacilityType,Public,PA,48.000000,53.100000,34.300000,71.000000,2013
2dosesHepatitisAVaccinationFacilityType,Private,OR,117.000000,61.300000,50.800000,70.800000,2015
1doseHepatitisAVaccinationPoverty,Living Below Poverty,SD,40.000000,84.100000,69.300000,92.500000,2009
1doseHepatitisAVaccinationWIC,Participating,MD,80.000000,88.500000,73.200000,95.600000,2017
1doseHepatitisAVaccinationRaceEthnicity,Hispanic,CA,184.000000,85.100000,77.900000,90.300000,2009
2dosesHepatitisAVaccinationRaceEthnicity,Asian only  non-Hispanic,CA,45.000000,77.000000,56.400000,89.700000,2015
2dosesHepatitisAVaccinationFacilityType,Private,DE,134.000000,68.400000,58.200000,77.000000,2016
1doseHepatitisAVaccinationVFCProgramProvider,Not Participating ,CO,48.000000,84.500000,66.200000,93.900000,2012
2dosesHepatitisAVaccinationWIC,Participating,IL,261.000000,52.700000,44.200000,61.100000,2010
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,TN,75.000000,90.100000,77.800000,95.900000,2013
1doseHepatitisAVaccinationVFCProgramProvider,Participating,VT,241.000000,76.900000,69.900000,82.700000,2014
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,OR,223.000000,81.900000,73.500000,88.100000,2011
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,AR,159.000000,87.900000,79.400000,93.200000,2017
2dosesHepatitisAVaccinationAge,19-35 Months,DC,269.000000,43.400000,36.200000,50.800000,2008
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,OK,178.000000,74.800000,66.300000,81.800000,2015
2dosesHepatitisAVaccinationAge,24 Months,OR,254.000000,38.400000,31.500000,45.800000,2017
1doseHepatitisAVaccinationVFCProgramProvider,Participating,CA,829.000000,41.200000,36.100000,46.400000,2004
2dosesHepatitisAVaccinationRaceEthnicity,Black only  non-Hispanic,FL,30.000000,34.200000,19.400000,52.800000,2013
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,OR,118.000000,58.300000,48.000000,68.000000,2015
2dosesHepatitisAVaccinationVFCProgramProvider,Participating,CO,257.000000,37.400000,28.800000,46.900000,2009
1doseHepatitisAVaccinationFacilityType,Private,US,9444.000000,82.600000,81.100000,84.000000,2012
1doseHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,WA,374.000000,19.300000,15.000000,24.600000,2003
1doseHepatitisAVaccinationRaceEthnicity,Asian only  non-Hispanic,US,755.000000,91.100000,83.800000,95.300000,2017
2dosesHepatitisAVaccinationWIC,Participating,CT,111.000000,51.100000,39.200000,62.900000,2011
2dosesHepatitisAVaccinationFacilityType,Other,AR,33.000000,57.500000,36.900000,75.800000,2015
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,OR,62.000000,85.500000,71.400000,93.200000,2010
1doseHepatitisAVaccinationUrbanicity,Living in an MSA Noncentral City,WV,77.000000,82.900000,70.700000,90.700000,2016
2dosesHepatitisAVaccinationFacilityType,Private,FL,247.000000,46.500000,38.800000,54.300000,2009
1doseHepatitisAVaccinationRaceEthnicity,Multiple Races  non-Hispanic,HI,55.000000,92.700000,83.600000,97.000000,2017
1doseHepatitisAVaccinationAge,19-35 Months,MI,386.000000,78.400000,71.000000,84.400000,2011
1doseHepatitisAVaccinationVFCProgramProvider,Participating,IA,181.000000,83.200000,75.100000,89.000000,2017
2dosesHepatitisAVaccinationRaceEthnicity,White only  non-Hispanic,WV,203.000000,66.000000,57.000000,73.900000,2015
2dosesHepatitisAVaccinationUrbanicity,Living In A Non MSA,AL,72.000000,40.900000,26.500000,56.900000,2009
2dosesHepatitisAVaccinationAge,19-35 Months,NC,263.000000,14.500000,9.500000,21.500000,2007
