Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,WA,148.000000,89.400000,81.700000,94.100000,2017
3dosesDTaPVaccinationFacilityType,Other,DE,58.000000,83.400000,66.900000,92.600000,2014
4dosesDTaPVaccinationFacilityType,Public,IN,51.000000,84.700000,68.700000,93.400000,2012
3dosesDTaPVaccinationFacilityType,Other,MS,31.000000,91.900000,75.100000,97.700000,2008
3dosesDTaPVaccinationPoverty,Living Below Poverty,NE,38.000000,94.800000,81.200000,98.700000,2001
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,SC,121.000000,81.400000,70.900000,88.800000,2016
4dosesDTaPVaccinationPoverty,Living At or Above Poverty,CO,248.000000,85.000000,78.000000,90.000000,2014
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,GA,101.000000,87.600000,76.900000,93.800000,1996
3dosesDTaPVaccinationAge,19-35 Months,PA,567.000000,94.300000,90.200000,96.800000,2016
4dosesDTaPVaccinationRaceEthnicity,Hispanic,NC,185.000000,90.400000,84.200000,94.300000,2002
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,IN,69.000000,81.900000,64.400000,91.900000,2003
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,MI,57.000000,85.700000,73.100000,92.900000,1997
4dosesDTaPVaccinationFacilityType,Private,NY,312.000000,88.600000,84.200000,91.900000,1999
3dosesDTaPVaccinationAge,7 Months,SD,219.000000,65.500000,57.600000,72.600000,2015
4dosesDTaPVaccinationAge,19-35 Months,TX,1299.000000,78.200000,72.900000,82.600000,2014
4dosesDTaPVaccinationAge,24 Months,IA,263.000000,85.300000,78.200000,90.400000,2004
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,WY,58.000000,91.500000,78.200000,97.000000,2008
4dosesDTaPVaccinationFacilityType,Private,DE,175.000000,88.400000,82.500000,92.500000,2001
2dosesDTaPVaccinationAge,5 Months,CT,227.000000,87.300000,80.600000,91.900000,2008
3dosesDTaPVaccinationAge,19 Months,US,19144.000000,93.500000,92.800000,94.100000,2011
3dosesDTaPVaccinationWIC,Participating,MT,126.000000,95.500000,90.200000,98.000000,2003
3dosesDTaPVaccinationWIC,Participating,HI,119.000000,93.200000,85.400000,97.000000,2015
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,AK,100.000000,81.900000,72.200000,88.800000,1998
3dosesDTaPVaccinationWIC,Participating,NE,104.000000,94.400000,87.500000,97.600000,2004
3dosesDTaPVaccinationAge,19-35 Months,ND,300.000000,95.100000,91.500000,97.200000,1996
3dosesDTaPVaccinationPoverty,Living Below Poverty,OH,50.000000,92.900000,80.600000,97.600000,2015
3dosesDTaPVaccinationAge,19 Months,NC,276.000000,94.600000,90.200000,97.100000,2003
4dosesDTaPVaccinationAge,24 Months,CA,687.000000,72.800000,67.500000,77.600000,1995
4dosesDTaPVaccinationPoverty,Living Below Poverty,MD,44.000000,82.000000,64.100000,92.100000,2014
3dosesDTaPVaccinationFacilityType,Private,CT,210.000000,97.400000,94.200000,98.800000,2000
4dosesDTaPVaccinationFacilityType,Mixed,WY,48.000000,77.700000,56.900000,90.200000,2014
4dosesDTaPVaccinationAge,24 Months,HI,250.000000,81.100000,74.400000,86.300000,2014
4dosesDTaPVaccinationAge,24 Months,UT,226.000000,78.600000,71.200000,84.500000,2006
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,WV,136.000000,80.400000,71.000000,87.200000,2007
4dosesDTaPVaccinationFacilityType,Private,OH,200.000000,90.000000,79.900000,95.400000,2008
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,VA,46.000000,99.200000,94.500000,99.900000,2002
3dosesDTaPVaccinationAge,19-35 Months,LA,487.000000,93.900000,89.500000,96.500000,1996
3dosesDTaPVaccinationPoverty,Living Below Poverty,MA,93.000000,98.000000,95.000000,99.200000,2002
3dosesDTaPVaccinationFacilityType,Private,MO,158.000000,96.400000,91.600000,98.500000,2001
3dosesDTaPVaccinationAge,19-35 Months,NV,255.000000,87.300000,80.800000,91.800000,1996
4dosesDTaPVaccinationFacilityType,Private,LA,183.000000,82.300000,73.900000,88.400000,2012
4dosesDTaPVaccinationPoverty,Living Below Poverty,CO,52.000000,82.700000,63.500000,92.900000,2011
4dosesDTaPVaccinationFacilityType,Private,MI,343.000000,87.500000,81.400000,91.800000,2004
3dosesDTaPVaccinationUrbanicity,Living In A Non MSA,KY,124.000000,98.600000,94.400000,99.600000,2003
1doseDTaPVaccinationAge,3 Months,MA,237.000000,94.200000,88.300000,97.200000,2014
3dosesDTaPVaccinationRaceEthnicity,Black only  non-Hispanic,US,1849.000000,94.600000,91.400000,96.700000,2008
4dosesDTaPVaccinationFacilityType,Public,VT,32.000000,100.000000,nan,nan,2015
3dosesDTaPVaccinationPoverty,Unknown poverty,OH,89.000000,94.900000,86.600000,98.200000,2000
4dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,CT,137.000000,90.800000,83.800000,95.000000,2005
3dosesDTaPVaccinationAge,19 Months,MN,274.000000,95.000000,90.600000,97.400000,2009
3dosesDTaPVaccinationAge,19 Months,AR,265.000000,88.000000,81.700000,92.300000,1996
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,CT,208.000000,98.200000,95.000000,99.400000,1998
4dosesDTaPVaccinationAge,19-35 Months,DC,245.000000,77.500000,69.800000,83.600000,1997
3dosesDTaPVaccinationRaceEthnicity,Black only  non-Hispanic,NC,41.000000,93.000000,65.700000,98.900000,2014
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,MS,96.000000,79.800000,68.400000,87.800000,2017
2dosesDTaPVaccinationAge,5 Months,NY,466.000000,77.200000,72.300000,81.500000,2014
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,MS,182.000000,97.300000,93.100000,98.900000,2001
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,OK,103.000000,81.300000,70.400000,88.800000,2009
4dosesDTaPVaccinationAge,19 Months,TX,965.000000,52.500000,47.100000,57.900000,1995
3dosesDTaPVaccinationAge,19 Months,ID,235.000000,90.700000,83.700000,94.900000,2014
4dosesDTaPVaccinationPoverty,Living Below Poverty,MN,32.000000,92.100000,78.500000,97.400000,2017
4dosesDTaPVaccinationAge,24 Months,MO,295.000000,77.800000,72.000000,82.800000,1997
4dosesDTaPVaccinationFacilityType,Public,OK,103.000000,75.500000,64.200000,84.200000,1995
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,MI,200.000000,83.300000,74.700000,89.400000,2003
3dosesDTaPVaccinationAge,19-35 Months,SC,364.000000,94.300000,90.400000,96.600000,2007
3dosesDTaPVaccinationFacilityType,Public,MO,35.000000,95.800000,83.900000,99.000000,2013
3dosesDTaPVaccinationFacilityType,Other,KS,43.000000,96.100000,84.200000,99.100000,1997
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,NM,107.000000,94.200000,87.900000,97.300000,2003
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,WV,163.000000,97.000000,92.100000,98.900000,2005
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,NM,171.000000,94.300000,87.700000,97.400000,2014
4dosesDTaPVaccinationAge,19 Months,CA,1056.000000,59.600000,55.300000,63.700000,1996
3dosesDTaPVaccinationFacilityType,Mixed,AK,59.000000,98.000000,91.700000,99.500000,2015
3dosesDTaPVaccinationAge,13 Months,WY,287.000000,87.400000,81.400000,91.600000,2001
4dosesDTaPVaccinationFacilityType,Public,ND,30.000000,94.200000,79.200000,98.600000,2009
4dosesDTaPVaccinationRaceEthnicity,Hispanic,CO,90.000000,68.100000,55.800000,78.200000,2003
4dosesDTaPVaccinationAge,19 Months,NM,318.000000,64.900000,58.400000,71.000000,2010
3dosesDTaPVaccinationAge,13 Months,MA,512.000000,94.500000,90.100000,96.900000,2006
4dosesDTaPVaccinationAge,24 Months,RI,225.000000,83.700000,77.600000,88.500000,1995
4dosesDTaPVaccinationFacilityType,Private,KS,126.000000,85.700000,77.100000,91.400000,1999
3dosesDTaPVaccinationFacilityType,Private,TX,683.000000,94.300000,90.900000,96.500000,1998
4dosesDTaPVaccinationFacilityType,Private,TN,519.000000,84.400000,78.900000,88.700000,2002
3dosesDTaPVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,SD,37.000000,88.000000,70.800000,95.700000,2012
3dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,IL,189.000000,97.000000,92.100000,98.900000,2003
4dosesDTaPVaccinationRaceEthnicity,Black only  non-Hispanic,MS,91.000000,85.300000,75.300000,91.700000,2006
4dosesDTaPVaccinationPoverty,Unknown poverty,NC,31.000000,94.500000,79.500000,98.700000,2000
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,LA,31.000000,82.900000,58.000000,94.500000,2015
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,KY,108.000000,86.900000,76.200000,93.200000,2004
4dosesDTaPVaccinationPoverty,Living At or Above Poverty,ID,169.000000,81.700000,73.000000,88.000000,2014
3dosesDTaPVaccinationAge,7 Months,WA,600.000000,64.900000,60.000000,69.600000,2001
3dosesDTaPVaccinationRaceEthnicity,Hispanic,UT,32.000000,91.600000,77.400000,97.200000,2010
4dosesDTaPVaccinationRaceEthnicity,Black only  non-Hispanic,PA,138.000000,79.200000,69.200000,86.600000,1997
2dosesDTaPVaccinationAge,5 Months,PA,594.000000,82.300000,77.100000,86.500000,2012
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,IL,328.000000,97.300000,93.800000,98.900000,2003
3dosesDTaPVaccinationAge,13 Months,TX,1683.000000,90.100000,87.200000,92.400000,2011
4dosesDTaPVaccinationAge,24 Months,NH,236.000000,85.100000,79.300000,89.500000,2009
4dosesDTaPVaccinationFacilityType,Other,IA,53.000000,87.700000,75.500000,94.300000,2010
4dosesDTaPVaccinationFacilityType,Other,DE,48.000000,81.100000,65.600000,90.600000,1996
4dosesDTaPVaccinationRaceEthnicity,Hispanic,US,3618.000000,83.600000,81.200000,85.800000,2005
4dosesDTaPVaccinationRaceEthnicity,Asian only  non-Hispanic,US,784.000000,89.300000,85.600000,92.100000,1998
4dosesDTaPVaccinationAge,19-35 Months,NJ,554.000000,84.900000,79.600000,89.000000,2002
4dosesDTaPVaccinationWIC,Not Participating ,WV,100.000000,85.300000,75.000000,91.900000,2009
3dosesDTaPVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,AK,42.000000,100.000000,100.000000,100.000000,2014
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,OH,149.000000,91.300000,83.100000,95.700000,2016
4dosesDTaPVaccinationWIC,Participating,NE,72.000000,85.800000,72.900000,93.200000,2007
3dosesDTaPVaccinationAge,13 Months,NJ,332.000000,90.000000,84.300000,93.900000,2010
4dosesDTaPVaccinationFacilityType,Other,IL,136.000000,81.400000,72.500000,87.900000,1998
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,MA,188.000000,99.700000,98.000000,99.900000,2003
3dosesDTaPVaccinationAge,7 Months,AZ,612.000000,64.800000,60.100000,69.200000,2003
4dosesDTaPVaccinationFacilityType,Public,CA,119.000000,71.600000,54.900000,83.900000,2002
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,HI,81.000000,79.800000,67.000000,88.400000,1997
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,CA,162.000000,76.200000,63.100000,85.700000,2016
3dosesDTaPVaccinationRaceEthnicity,Hispanic,PA,59.000000,88.900000,66.300000,97.000000,2009
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,TX,233.000000,84.500000,75.900000,90.400000,2013
3dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,IL,134.000000,91.500000,83.200000,95.900000,2000
3dosesDTaPVaccinationWIC,Not Participating ,KS,143.000000,96.200000,89.800000,98.700000,2003
3dosesDTaPVaccinationWIC,Participating,IA,71.000000,90.500000,76.300000,96.600000,2014
4dosesDTaPVaccinationAge,19-35 Months,IL,598.000000,81.600000,76.900000,85.400000,2007
3dosesDTaPVaccinationAge,7 Months,GA,565.000000,67.400000,61.600000,72.600000,2003
3dosesDTaPVaccinationRaceEthnicity,Hispanic,MA,30.000000,100.000000,nan,nan,2010
3dosesDTaPVaccinationRaceEthnicity,Hispanic,ID,46.000000,96.300000,86.100000,99.100000,2003
3dosesDTaPVaccinationAge,19 Months,MA,551.000000,97.500000,94.500000,98.900000,2004
3dosesDTaPVaccinationWIC,Not Participating ,OK,112.000000,93.400000,85.600000,97.100000,2009
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,NM,127.000000,73.600000,61.600000,82.800000,2009
3dosesDTaPVaccinationAge,24 Months,NH,323.000000,93.900000,90.100000,96.300000,2000
4dosesDTaPVaccinationFacilityType,Private,RI,169.000000,91.500000,85.300000,95.200000,2016
3dosesDTaPVaccinationPoverty,Living Below Poverty,NJ,51.000000,90.900000,75.300000,97.100000,2016
3dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,NY,174.000000,97.200000,94.100000,98.700000,2002
3dosesDTaPVaccinationUrbanicity,Living In A Non MSA,DE,51.000000,100.000000,nan,nan,1999
1doseDTaPVaccinationAge,3 Months,AL,515.000000,87.500000,80.800000,92.100000,2004
4dosesDTaPVaccinationVFCProgramProvider,Participating,ID,198.000000,88.900000,82.600000,93.100000,2016
3dosesDTaPVaccinationAge,13 Months,AK,278.000000,85.400000,79.500000,89.800000,2011
3dosesDTaPVaccinationAge,13 Months,MD,372.000000,92.500000,87.800000,95.500000,2016
4dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,HI,39.000000,78.100000,59.800000,89.500000,2006
4dosesDTaPVaccinationFacilityType,Private,CT,206.000000,96.800000,93.600000,98.500000,1999
4dosesDTaPVaccinationAge,24 Months,SD,319.000000,78.200000,72.600000,82.900000,1997
4dosesDTaPVaccinationFacilityType,Private,WY,159.000000,83.800000,75.600000,89.700000,2006
4dosesDTaPVaccinationWIC,Participating,MO,212.000000,88.000000,82.100000,92.200000,2005
4dosesDTaPVaccinationPoverty,Living At or Above Poverty,GA,433.000000,90.700000,85.400000,94.200000,2006
4dosesDTaPVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,CA,150.000000,91.600000,81.400000,96.400000,2002
3dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,RI,167.000000,99.600000,97.000000,99.900000,2002
4dosesDTaPVaccinationAge,19 Months,VT,257.000000,72.700000,65.900000,78.600000,2012
3dosesDTaPVaccinationFacilityType,Private,US,8237.000000,97.000000,96.200000,97.700000,2016
4dosesDTaPVaccinationPoverty,Unknown poverty,RI,31.000000,100.000000,nan,nan,2004
4dosesDTaPVaccinationAge,19-35 Months,VA,281.000000,85.800000,80.600000,89.700000,1998
3dosesDTaPVaccinationAge,24 Months,OR,239.000000,90.800000,84.800000,94.600000,2014
4dosesDTaPVaccinationFacilityType,Private,NC,169.000000,90.600000,84.100000,94.600000,1998
4dosesDTaPVaccinationPoverty,Living Below Poverty,MS,114.000000,81.000000,70.000000,88.600000,2011
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,OK,88.000000,79.500000,66.300000,88.500000,2007
3dosesDTaPVaccinationAge,13 Months,MT,220.000000,84.100000,76.100000,89.800000,2013
3dosesDTaPVaccinationVFCProgramProvider,Not Participating ,CO,52.000000,83.800000,57.200000,95.200000,2013
3dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,HI,30.000000,79.500000,59.300000,91.200000,2005
4dosesDTaPVaccinationAge,19-35 Months,RI,297.000000,90.100000,85.900000,93.200000,1998
4dosesDTaPVaccinationAge,24 Months,US,19144.000000,80.300000,79.200000,81.400000,2011
4dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,AK,158.000000,74.000000,65.300000,81.100000,2003
3dosesDTaPVaccinationAge,19 Months,AZ,275.000000,92.300000,86.300000,95.800000,2007
3dosesDTaPVaccinationWIC,Not Participating ,OR,124.000000,97.900000,94.300000,99.300000,2014
3dosesDTaPVaccinationAge,7 Months,NE,290.000000,68.700000,62.700000,74.100000,2000
4dosesDTaPVaccinationFacilityType,Other,RI,51.000000,94.000000,82.700000,98.100000,1996
3dosesDTaPVaccinationFacilityType,Private,NY,312.000000,98.300000,95.800000,99.300000,1999
3dosesDTaPVaccinationFacilityType,Private,MD,279.000000,97.800000,90.400000,99.500000,2017
3dosesDTaPVaccinationAge,19-35 Months,SD,270.000000,93.700000,88.900000,96.500000,2001
3dosesDTaPVaccinationAge,19 Months,AL,295.000000,94.400000,89.300000,97.100000,2017
4dosesDTaPVaccinationFacilityType,Mixed,CA,30.000000,87.000000,61.400000,96.600000,2005
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,RI,231.000000,88.300000,82.800000,92.300000,2001
3dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,PA,241.000000,98.000000,94.200000,99.300000,2011
3dosesDTaPVaccinationFacilityType,Private,UT,135.000000,95.900000,90.900000,98.200000,1998
4dosesDTaPVaccinationAge,24 Months,MA,295.000000,85.000000,76.900000,90.600000,2011
4dosesDTaPVaccinationRaceEthnicity,Hispanic,MI,48.000000,82.400000,61.900000,93.100000,2005
4dosesDTaPVaccinationVFCProgramProvider,Participating,LA,201.000000,82.700000,75.100000,88.400000,2016
3dosesDTaPVaccinationAge,24 Months,WA,222.000000,93.300000,87.300000,96.600000,2013
3dosesDTaPVaccinationUrbanicity,Living In A Non MSA,NY,34.000000,97.400000,83.200000,99.600000,2002
4dosesDTaPVaccinationFacilityType,Other,AR,33.000000,65.800000,43.900000,82.600000,2015
3dosesDTaPVaccinationWIC,Not Participating ,US,9844.000000,95.400000,94.500000,96.100000,2010
3dosesDTaPVaccinationFacilityType,Other,NH,71.000000,97.300000,91.700000,99.200000,2005
2dosesDTaPVaccinationAge,5 Months,MA,307.000000,87.200000,81.300000,91.500000,2015
4dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,LA,315.000000,81.800000,76.500000,86.200000,2005
3dosesDTaPVaccinationWIC,Not Participating ,MI,131.000000,93.600000,85.700000,97.300000,2015
3dosesDTaPVaccinationFacilityType,Other,MO,70.000000,90.200000,77.800000,96.000000,1999
3dosesDTaPVaccinationAge,13 Months,CA,1241.000000,88.800000,86.000000,91.100000,2000
4dosesDTaPVaccinationFacilityType,Private,PR,145.000000,79.900000,71.000000,86.600000,2016
3dosesDTaPVaccinationAge,19 Months,OH,846.000000,94.400000,89.600000,97.000000,2004
3dosesDTaPVaccinationWIC,Not Participating ,NE,198.000000,99.000000,93.200000,99.900000,2004
3dosesDTaPVaccinationRaceEthnicity,Hispanic,SD,241.000000,95.700000,91.100000,98.000000,2002
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,GA,164.000000,79.600000,69.400000,87.100000,2008
4dosesDTaPVaccinationFacilityType,Public,OR,47.000000,57.400000,42.000000,71.500000,1996
3dosesDTaPVaccinationFacilityType,Private,WA,151.000000,98.800000,91.700000,99.800000,2016
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,MO,49.000000,70.600000,52.500000,83.900000,2016
4dosesDTaPVaccinationFacilityType,Private,ND,69.000000,80.900000,67.300000,89.700000,2008
3dosesDTaPVaccinationFacilityType,Other,KS,53.000000,85.800000,62.600000,95.600000,2011
4dosesDTaPVaccinationPoverty,Living At or Above Poverty,TX,665.000000,77.600000,72.500000,82.000000,1996
3dosesDTaPVaccinationFacilityType,Mixed,ID,49.000000,96.800000,88.000000,99.200000,2009
3dosesDTaPVaccinationAge,7 Months,MT,295.000000,71.700000,65.500000,77.200000,2001
1doseDTaPVaccinationAge,3 Months,DE,290.000000,93.700000,87.800000,96.900000,2008
3dosesDTaPVaccinationUrbanicity,Living In A Non MSA,WI,90.000000,94.200000,86.700000,97.600000,1996
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,FL,165.000000,97.800000,93.200000,99.300000,2015
4dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,WI,176.000000,86.900000,78.300000,92.400000,2008
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,KS,85.000000,85.900000,70.500000,93.900000,2008
3dosesDTaPVaccinationFacilityType,Private,NM,229.000000,97.700000,94.100000,99.200000,2006
3dosesDTaPVaccinationAge,7 Months,WI,627.000000,67.600000,62.800000,71.900000,1998
4dosesDTaPVaccinationAge,19 Months,WV,282.000000,73.100000,66.700000,78.600000,2007
3dosesDTaPVaccinationAge,19 Months,GA,389.000000,95.800000,92.000000,97.800000,1995
4dosesDTaPVaccinationAge,19-35 Months,PA,754.000000,87.900000,83.700000,91.200000,2006
4dosesDTaPVaccinationFacilityType,Mixed,US,1076.000000,90.400000,87.000000,93.000000,2005
4dosesDTaPVaccinationFacilityType,Private,MA,337.000000,87.500000,81.800000,91.600000,2001
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,MD,69.000000,81.300000,65.500000,90.900000,2010
1doseDTaPVaccinationAge,3 Months,US,14893.000000,88.000000,86.900000,89.100000,2014
3dosesDTaPVaccinationAge,13 Months,TN,883.000000,91.200000,88.400000,93.400000,1997
4dosesDTaPVaccinationPoverty,Living At or Above Poverty,NV,187.000000,84.700000,77.600000,89.800000,2012
3dosesDTaPVaccinationAge,19 Months,WI,245.000000,93.200000,88.000000,96.300000,2015
2dosesDTaPVaccinationAge,5 Months,MN,274.000000,88.100000,82.400000,92.200000,1999
3dosesDTaPVaccinationFacilityType,Mixed,NM,32.000000,100.000000,nan,nan,2000
3dosesDTaPVaccinationWIC,Not Participating ,CT,188.000000,97.000000,91.000000,99.000000,2012
3dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,ND,108.000000,89.900000,70.200000,97.100000,2002
4dosesDTaPVaccinationFacilityType,Other,KS,53.000000,78.900000,56.500000,91.500000,2011
3dosesDTaPVaccinationWIC,Participating,AR,179.000000,95.300000,89.300000,98.000000,2010
4dosesDTaPVaccinationAge,19 Months,PA,552.000000,71.400000,66.600000,75.800000,2007
4dosesDTaPVaccinationAge,19-35 Months,WI,317.000000,88.800000,83.900000,92.400000,2009
4dosesDTaPVaccinationUrbanicity,Living in an MSA Noncentral City,NH,113.000000,89.900000,79.500000,95.400000,2010
3dosesDTaPVaccinationAge,24 Months,AK,250.000000,92.600000,88.100000,95.500000,2008
4dosesDTaPVaccinationFacilityType,Private,MS,116.000000,88.600000,80.200000,93.700000,2017
3dosesDTaPVaccinationPoverty,Living Below Poverty,TX,393.000000,92.000000,84.700000,96.000000,2002
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,NC,128.000000,88.200000,78.300000,93.900000,2016
3dosesDTaPVaccinationFacilityType,Private,FL,596.000000,97.200000,93.700000,98.800000,2008
3dosesDTaPVaccinationRaceEthnicity,White only  non-Hispanic,NJ,212.000000,83.800000,68.600000,92.400000,2001
3dosesDTaPVaccinationPoverty,Living At or Above Poverty,PA,341.000000,94.100000,87.200000,97.400000,2002
3dosesDTaPVaccinationUrbanicity,Living In A Non MSA,TX,77.000000,92.100000,73.800000,98.000000,2014
4dosesDTaPVaccinationAge,19 Months,SD,296.000000,71.400000,64.200000,77.800000,2006
4dosesDTaPVaccinationVFCProgramProvider,Not Participating ,FL,68.000000,81.500000,63.300000,91.800000,2004
2dosesDTaPVaccinationAge,5 Months,RI,249.000000,85.500000,79.600000,89.900000,2017
3dosesDTaPVaccinationAge,24 Months,SC,276.000000,98.800000,96.700000,99.600000,1996
3dosesDTaPVaccinationFacilityType,Public,TN,136.000000,95.900000,89.400000,98.500000,2002
3dosesDTaPVaccinationAge,19 Months,MI,587.000000,91.200000,87.900000,93.600000,1997
3dosesDTaPVaccinationAge,7 Months,OK,216.000000,68.500000,60.400000,75.600000,2016
3dosesDTaPVaccinationWIC,Participating,KY,117.000000,98.700000,94.500000,99.700000,2004
3dosesDTaPVaccinationAge,19-35 Months,AZ,569.000000,91.400000,87.700000,94.000000,1999
3dosesDTaPVaccinationAge,7 Months,AL,237.000000,78.100000,69.200000,84.900000,2014
4dosesDTaPVaccinationUrbanicity,Living In A Non MSA,ME,81.000000,89.400000,79.700000,94.700000,2006
3dosesDTaPVaccinationAge,7 Months,UT,305.000000,68.300000,62.000000,74.000000,2001
4dosesDTaPVaccinationUrbanicity,Living In An MSA Central City,NM,126.000000,76.200000,64.400000,85.000000,2000
4dosesDTaPVaccinationAge,19 Months,HI,243.000000,74.000000,66.100000,80.600000,2013
