Dose,Category,Location,Denominator,Coverage,Lower CI,Higher CI,Year
RotavirusVaccinationUrbanicity,Living In A Non MSA,GA,35.000000,70.600000,45.000000,87.600000,2015
RotavirusVaccinationAge,7 Months,WY,289.000000,52.200000,43.100000,61.300000,2011
RotavirusVaccinationUrbanicity,Living In A Non MSA,MS,169.000000,72.400000,61.300000,81.300000,2011
RotavirusVaccinationAge,7 Months,MN,269.000000,67.400000,59.900000,74.100000,2010
RotavirusVaccinationWIC,Not Participating ,NE,146.000000,82.800000,73.500000,89.300000,2016
RotavirusVaccinationRaceEthnicity,Hispanic,NJ,93.000000,63.900000,51.100000,75.000000,2017
RotavirusVaccinationAge,19 Months,WV,235.000000,67.500000,60.100000,74.100000,2016
RotavirusVaccinationAge,7 Months,CA,283.000000,76.800000,68.900000,83.300000,2013
RotavirusVaccinationUrbanicity,Living In An MSA Central City,NH,31.000000,69.300000,45.500000,85.900000,2010
RotavirusVaccinationWIC,Participating,MI,100.000000,68.000000,55.800000,78.200000,2017
RotavirusVaccinationPoverty,Living At or Above Poverty,IN,160.000000,74.800000,65.300000,82.400000,2015
RotavirusVaccinationRaceEthnicity,Hispanic,WI,34.000000,72.500000,49.000000,87.800000,2014
RotavirusVaccinationAge,7 Months,VA,356.000000,81.200000,72.200000,87.700000,2017
RotavirusVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,AK,43.000000,63.100000,47.600000,76.300000,2015
RotavirusVaccinationWIC,Not Participating ,MD,239.000000,82.500000,74.200000,88.600000,2015
RotavirusVaccinationUrbanicity,Living In An MSA Central City,ID,97.000000,63.200000,49.900000,74.800000,2012
RotavirusVaccinationAge,19-35 Months,TN,297.000000,71.100000,64.000000,77.200000,2011
RotavirusVaccinationFacilityType,Private,MA,196.000000,87.500000,79.900000,92.500000,2017
RotavirusVaccinationAge,7 Months,KY,350.000000,45.300000,39.600000,51.200000,2009
RotavirusVaccinationRaceEthnicity,Asian only  non-Hispanic,HI,47.000000,77.600000,56.100000,90.400000,2013
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,VA,181.000000,80.800000,69.200000,88.700000,2014
RotavirusVaccinationRaceEthnicity,Native Hawaiian or other Pacific Islander only  non-Hispanic,HI,54.000000,62.300000,47.000000,75.400000,2014
RotavirusVaccinationUrbanicity,Living In An MSA Central City,NY,349.000000,74.700000,69.000000,79.600000,2016
RotavirusVaccinationRaceEthnicity,Hispanic,CO,66.000000,87.000000,75.500000,93.600000,2013
RotavirusVaccinationWIC,Participating,FL,119.000000,64.200000,52.800000,74.200000,2013
RotavirusVaccinationPoverty,Living Below Poverty,AR,105.000000,48.200000,36.600000,60.100000,2012
RotavirusVaccinationWIC,Participating,AK,91.000000,72.200000,61.600000,80.700000,2017
RotavirusVaccinationFacilityType,Public,SD,52.000000,42.000000,27.400000,58.200000,2012
RotavirusVaccinationWIC,Participating,KS,102.000000,69.800000,59.100000,78.600000,2013
RotavirusVaccinationRaceEthnicity,Hispanic,LA,30.000000,80.100000,57.800000,92.200000,2016
RotavirusVaccinationWIC,Participating,LA,168.000000,64.100000,53.600000,73.500000,2014
RotavirusVaccinationAge,7 Months,MD,361.000000,74.600000,65.700000,81.900000,2017
RotavirusVaccinationFacilityType,Other,CO,31.000000,86.900000,68.300000,95.400000,2011
RotavirusVaccinationUrbanicity,Living In An MSA Central City,IA,83.000000,69.900000,54.600000,81.700000,2011
RotavirusVaccinationAge,19-35 Months,ME,221.000000,71.100000,62.900000,78.100000,2015
RotavirusVaccinationPoverty,Living Below Poverty,AK,49.000000,54.700000,39.800000,68.800000,2016
RotavirusVaccinationUrbanicity,Living In An MSA Central City,WA,115.000000,79.800000,68.200000,88.000000,2013
RotavirusVaccinationAge,24 Months,DC,309.000000,70.200000,63.500000,76.200000,2016
RotavirusVaccinationWIC,Participating,VA,65.000000,69.000000,52.300000,81.900000,2017
RotavirusVaccinationRaceEthnicity,Hispanic,NM,143.000000,85.300000,76.300000,91.300000,2014
RotavirusVaccinationAge,7 Months,OH,280.000000,48.900000,41.600000,56.200000,2009
RotavirusVaccinationAge,19-35 Months,WA,427.000000,50.400000,44.500000,56.400000,2010
RotavirusVaccinationAge,7 Months,TX,1736.000000,67.500000,63.500000,71.200000,2012
RotavirusVaccinationPoverty,Unknown poverty,PA,31.000000,58.900000,30.800000,82.200000,2016
RotavirusVaccinationVFCProgramProvider,Not Participating ,KS,88.000000,67.300000,51.800000,79.800000,2011
RotavirusVaccinationFacilityType,Private,OK,98.000000,78.400000,66.500000,86.900000,2017
RotavirusVaccinationVFCProgramProvider,Participating,AK,241.000000,64.200000,56.200000,71.500000,2014
RotavirusVaccinationVFCProgramProvider,Not Participating ,TN,47.000000,70.400000,54.100000,82.700000,2010
RotavirusVaccinationFacilityType,Other,AK,45.000000,70.500000,54.000000,83.000000,2015
RotavirusVaccinationUrbanicity,Living In An MSA Central City,MN,111.000000,74.600000,63.600000,83.200000,2010
RotavirusVaccinationPoverty,Living At or Above Poverty,KS,188.000000,44.100000,35.600000,53.000000,2009
RotavirusVaccinationFacilityType,Public,DC,41.000000,78.200000,59.200000,89.900000,2013
RotavirusVaccinationRaceEthnicity,Black only  non-Hispanic,TX,102.000000,57.600000,41.900000,71.900000,2014
RotavirusVaccinationAge,19-35 Months,PA,567.000000,74.800000,68.400000,80.200000,2016
RotavirusVaccinationFacilityType,Private,NJ,279.000000,72.400000,65.200000,78.500000,2017
RotavirusVaccinationAge,19-35 Months,TN,277.000000,65.900000,59.000000,72.300000,2010
RotavirusVaccinationAge,24 Months,VT,246.000000,76.600000,69.800000,82.300000,2014
RotavirusVaccinationRaceEthnicity,Hispanic,CA,192.000000,70.700000,61.700000,78.300000,2011
RotavirusVaccinationPoverty,Living Below Poverty,CO,38.000000,58.500000,40.300000,74.600000,2015
RotavirusVaccinationAge,19-35 Months,NM,342.000000,43.600000,37.200000,50.200000,2009
RotavirusVaccinationPoverty,Living Below Poverty,NV,53.000000,77.000000,63.200000,86.700000,2016
RotavirusVaccinationPoverty,Living At or Above Poverty,AZ,194.000000,61.700000,53.000000,69.700000,2010
RotavirusVaccinationFacilityType,Other,AR,33.000000,50.000000,30.800000,69.100000,2017
RotavirusVaccinationPoverty,Living Below Poverty,RI,52.000000,86.800000,70.300000,94.800000,2016
RotavirusVaccinationWIC,Not Participating ,UT,168.000000,77.700000,69.300000,84.300000,2013
RotavirusVaccinationUrbanicity,Living In A Non MSA,TN,61.000000,70.700000,56.100000,82.100000,2010
RotavirusVaccinationRaceEthnicity,Multiple Races  non-Hispanic,VA,42.000000,73.800000,43.600000,91.100000,2015
RotavirusVaccinationAge,24 Months,MT,310.000000,61.300000,53.700000,68.300000,2012
RotavirusVaccinationAge,24 Months,ND,222.000000,83.100000,76.700000,88.100000,2017
RotavirusVaccinationWIC,Participating,RI,97.000000,86.200000,76.400000,92.300000,2017
RotavirusVaccinationFacilityType,Private,AR,99.000000,75.300000,64.200000,83.800000,2015
RotavirusVaccinationWIC,Not Participating ,IL,302.000000,84.800000,78.800000,89.400000,2016
RotavirusVaccinationAge,19 Months,MT,220.000000,68.700000,59.900000,76.300000,2014
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,DC,80.000000,64.500000,49.800000,76.900000,2013
RotavirusVaccinationUrbanicity,Living In A Non MSA,ME,114.000000,61.300000,50.400000,71.200000,2012
RotavirusVaccinationAge,24 Months,NM,244.000000,73.800000,66.300000,80.100000,2015
RotavirusVaccinationPoverty,Living At or Above Poverty,VT,197.000000,68.400000,60.900000,75.000000,2012
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,NJ,133.000000,73.100000,62.500000,81.500000,2013
RotavirusVaccinationFacilityType,Private,NE,128.000000,58.700000,47.700000,68.800000,2009
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,TN,201.000000,75.200000,67.000000,82.000000,2011
RotavirusVaccinationVFCProgramProvider,Not Participating ,MO,49.000000,73.000000,49.200000,88.300000,2014
RotavirusVaccinationFacilityType,Private,MA,170.000000,82.900000,74.100000,89.200000,2014
RotavirusVaccinationAge,19-35 Months,CT,213.000000,81.100000,74.000000,86.600000,2013
RotavirusVaccinationAge,7 Months,KY,243.000000,68.500000,60.800000,75.200000,2016
RotavirusVaccinationAge,24 Months,GA,270.000000,71.600000,63.300000,78.700000,2014
RotavirusVaccinationFacilityType,Public,NH,39.000000,93.600000,76.300000,98.500000,2017
RotavirusVaccinationPoverty,Living At or Above Poverty,KY,188.000000,71.900000,62.700000,79.500000,2011
RotavirusVaccinationFacilityType,Private,AZ,156.000000,75.900000,64.800000,84.400000,2013
RotavirusVaccinationPoverty,Living Below Poverty,OK,105.000000,47.800000,35.200000,60.600000,2012
RotavirusVaccinationFacilityType,Public,IA,35.000000,67.500000,46.500000,83.200000,2013
RotavirusVaccinationVFCProgramProvider,Participating,PA,450.000000,74.800000,66.800000,81.500000,2017
RotavirusVaccinationAge,7 Months,AR,341.000000,48.500000,41.600000,55.400000,2010
RotavirusVaccinationAge,19-35 Months,VA,356.000000,81.200000,72.200000,87.700000,2017
RotavirusVaccinationVFCProgramProvider,Not Participating ,DC,125.000000,47.500000,35.900000,59.300000,2009
RotavirusVaccinationFacilityType,Public,WY,38.000000,73.500000,53.200000,87.100000,2014
RotavirusVaccinationWIC,Not Participating ,KY,80.000000,67.100000,52.000000,79.400000,2013
RotavirusVaccinationFacilityType,Other,PA,126.000000,68.400000,56.700000,78.200000,2010
RotavirusVaccinationFacilityType,Mixed,SC,36.000000,66.100000,42.000000,84.000000,2014
RotavirusVaccinationAge,19 Months,RI,367.000000,75.700000,68.900000,81.500000,2011
RotavirusVaccinationRaceEthnicity,Hispanic,GA,47.000000,63.300000,49.000000,75.600000,2011
RotavirusVaccinationRaceEthnicity,Multiple Races  non-Hispanic,HI,75.000000,69.300000,54.400000,81.100000,2011
RotavirusVaccinationWIC,Participating,AZ,153.000000,68.900000,59.400000,77.000000,2012
RotavirusVaccinationUrbanicity,Living In A Non MSA,MT,151.000000,61.200000,50.200000,71.100000,2014
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,AZ,173.000000,35.700000,27.300000,45.100000,2009
RotavirusVaccinationWIC,Not Participating ,OH,129.000000,77.900000,68.200000,85.300000,2013
RotavirusVaccinationFacilityType,Mixed,MS,50.000000,69.300000,50.600000,83.200000,2015
RotavirusVaccinationRaceEthnicity,Black only  non-Hispanic,DE,51.000000,83.500000,69.200000,91.900000,2010
RotavirusVaccinationVFCProgramProvider,Participating,MS,262.000000,64.100000,55.300000,72.100000,2012
RotavirusVaccinationVFCProgramProvider,Participating,ND,230.000000,74.700000,67.900000,80.500000,2010
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,LA,111.000000,75.300000,64.400000,83.700000,2017
RotavirusVaccinationVFCProgramProvider,Not Participating ,OH,38.000000,67.000000,44.400000,83.800000,2013
RotavirusVaccinationUrbanicity,Living In A Non MSA,WY,187.000000,66.800000,58.300000,74.300000,2012
RotavirusVaccinationFacilityType,Private,OK,126.000000,78.800000,67.000000,87.100000,2014
RotavirusVaccinationFacilityType,Public,PR,44.000000,63.900000,44.500000,79.600000,2016
RotavirusVaccinationWIC,Not Participating ,TX,628.000000,73.900000,67.800000,79.200000,2010
RotavirusVaccinationPoverty,Living Below Poverty,MO,54.000000,68.300000,52.600000,80.700000,2015
RotavirusVaccinationWIC,Not Participating ,MD,269.000000,86.400000,79.100000,91.400000,2016
RotavirusVaccinationWIC,Participating,CO,85.000000,61.500000,47.000000,74.200000,2012
RotavirusVaccinationFacilityType,Private,NV,158.000000,67.400000,57.800000,75.700000,2017
RotavirusVaccinationUrbanicity,Living In A Non MSA,HI,48.000000,70.500000,55.700000,82.000000,2014
RotavirusVaccinationAge,7 Months,FL,276.000000,66.000000,57.700000,73.400000,2012
RotavirusVaccinationFacilityType,Mixed,WA,45.000000,74.600000,55.300000,87.400000,2017
RotavirusVaccinationPoverty,Living Below Poverty,KY,69.000000,48.300000,35.200000,61.700000,2010
RotavirusVaccinationRaceEthnicity,Black only  non-Hispanic,VA,30.000000,85.100000,62.400000,95.100000,2016
RotavirusVaccinationPoverty,Living Below Poverty,RI,56.000000,88.300000,74.200000,95.200000,2015
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,IA,155.000000,70.300000,60.500000,78.500000,2014
RotavirusVaccinationAge,7 Months,OR,254.000000,74.100000,66.800000,80.300000,2017
RotavirusVaccinationAge,24 Months,CT,266.000000,84.000000,77.700000,88.800000,2017
RotavirusVaccinationFacilityType,Private,MS,153.000000,66.300000,57.100000,74.300000,2010
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,RI,163.000000,78.100000,68.100000,85.500000,2010
RotavirusVaccinationFacilityType,Mixed,FL,34.000000,80.400000,61.100000,91.500000,2010
RotavirusVaccinationAge,7 Months,AK,278.000000,55.600000,48.000000,62.900000,2011
RotavirusVaccinationWIC,Participating,TX,748.000000,55.400000,49.500000,61.300000,2010
RotavirusVaccinationPoverty,Living At or Above Poverty,UT,297.000000,68.500000,60.700000,75.300000,2011
RotavirusVaccinationWIC,Not Participating ,OR,103.000000,81.300000,71.100000,88.500000,2015
RotavirusVaccinationUrbanicity,Living In A Non MSA,HI,54.000000,68.300000,51.100000,81.600000,2016
RotavirusVaccinationFacilityType,Other,WV,40.000000,62.600000,39.300000,81.200000,2014
RotavirusVaccinationAge,7 Months,UT,252.000000,78.500000,71.800000,83.900000,2016
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,PA,281.000000,77.200000,69.600000,83.300000,2014
RotavirusVaccinationFacilityType,Private,WY,119.000000,82.500000,73.000000,89.200000,2017
RotavirusVaccinationAge,24 Months,LA,282.000000,72.400000,64.900000,78.800000,2017
RotavirusVaccinationAge,19-35 Months,HI,266.000000,70.600000,63.700000,76.600000,2012
RotavirusVaccinationRaceEthnicity,Hispanic,NV,93.000000,64.400000,52.000000,75.200000,2012
RotavirusVaccinationUrbanicity,Living In An MSA Central City,NE,126.000000,73.300000,63.800000,81.100000,2015
RotavirusVaccinationPoverty,Living At or Above Poverty,NH,209.000000,75.100000,67.000000,81.800000,2010
RotavirusVaccinationAge,19 Months,MS,205.000000,69.800000,60.700000,77.600000,2014
RotavirusVaccinationWIC,Not Participating ,NM,97.000000,74.800000,64.000000,83.200000,2016
RotavirusVaccinationWIC,Participating,CA,215.000000,60.400000,51.100000,69.000000,2010
RotavirusVaccinationPoverty,Living Below Poverty,NY,125.000000,70.500000,60.200000,79.100000,2013
RotavirusVaccinationPoverty,Living Below Poverty,PA,196.000000,65.800000,54.700000,75.500000,2014
RotavirusVaccinationWIC,Not Participating ,AR,135.000000,70.700000,59.600000,79.900000,2011
RotavirusVaccinationWIC,Participating,MA,66.000000,80.500000,66.500000,89.600000,2013
RotavirusVaccinationAge,24 Months,KY,302.000000,69.000000,62.300000,75.100000,2012
RotavirusVaccinationUrbanicity,Living In An MSA Central City,ND,102.000000,87.400000,78.300000,93.100000,2013
RotavirusVaccinationVFCProgramProvider,Participating,VT,233.000000,79.300000,72.300000,84.900000,2017
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,PA,304.000000,72.700000,62.000000,81.300000,2017
RotavirusVaccinationUrbanicity,Living In A Non MSA,NM,124.000000,54.200000,43.800000,64.300000,2010
RotavirusVaccinationVFCProgramProvider,Participating,DE,215.000000,81.200000,73.900000,86.800000,2015
RotavirusVaccinationWIC,Participating,WI,82.000000,66.700000,53.900000,77.500000,2016
RotavirusVaccinationRaceEthnicity,American Indian or Alaska Native only  non-Hispanic,OK,39.000000,53.000000,35.900000,69.300000,2013
RotavirusVaccinationWIC,Participating,RI,75.000000,75.700000,62.200000,85.400000,2010
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,MN,98.000000,67.300000,53.900000,78.400000,2010
RotavirusVaccinationFacilityType,Mixed,VA,33.000000,56.600000,29.500000,80.300000,2014
RotavirusVaccinationAge,24 Months,DE,232.000000,81.500000,74.600000,86.900000,2015
RotavirusVaccinationAge,7 Months,SC,257.000000,42.500000,36.000000,49.300000,2009
RotavirusVaccinationFacilityType,Mixed,KY,47.000000,32.500000,20.000000,48.200000,2009
RotavirusVaccinationAge,24 Months,NM,249.000000,77.100000,70.600000,82.500000,2016
RotavirusVaccinationRaceEthnicity,Hispanic,PA,59.000000,56.800000,37.400000,74.400000,2009
RotavirusVaccinationPoverty,Living Below Poverty,MT,56.000000,60.900000,45.500000,74.400000,2015
RotavirusVaccinationPoverty,Living At or Above Poverty,DC,208.000000,81.100000,72.000000,87.800000,2017
RotavirusVaccinationVFCProgramProvider,Not Participating ,AL,70.000000,82.200000,70.800000,89.800000,2010
RotavirusVaccinationUrbanicity,Living In An MSA Central City,MD,69.000000,49.300000,34.400000,64.300000,2010
RotavirusVaccinationFacilityType,Private,DE,162.000000,91.100000,84.000000,95.200000,2014
RotavirusVaccinationPoverty,Living At or Above Poverty,PA,402.000000,77.800000,69.500000,84.300000,2017
RotavirusVaccinationFacilityType,Private,NV,119.000000,44.200000,34.600000,54.200000,2010
RotavirusVaccinationAge,7 Months,CT,267.000000,79.700000,73.100000,84.900000,2016
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,UT,201.000000,73.400000,65.300000,80.300000,2015
RotavirusVaccinationFacilityType,Private,WY,95.000000,91.100000,80.800000,96.200000,2015
RotavirusVaccinationPoverty,Living Below Poverty,LA,68.000000,42.100000,29.800000,55.400000,2010
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,OH,179.000000,76.000000,67.900000,82.600000,2014
RotavirusVaccinationRaceEthnicity,Multiple Races  non-Hispanic,WA,36.000000,72.100000,50.100000,86.900000,2016
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,WY,236.000000,55.500000,45.100000,65.500000,2011
RotavirusVaccinationWIC,Participating,MO,185.000000,58.500000,49.800000,66.600000,2011
RotavirusVaccinationFacilityType,Private,VA,269.000000,74.300000,67.100000,80.400000,2010
RotavirusVaccinationAge,24 Months,KS,234.000000,77.500000,69.600000,83.900000,2014
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,LA,167.000000,66.300000,55.400000,75.600000,2012
RotavirusVaccinationAge,19 Months,WI,218.000000,79.100000,71.900000,84.800000,2017
RotavirusVaccinationFacilityType,Other,ND,121.000000,82.900000,73.500000,89.500000,2015
RotavirusVaccinationFacilityType,Mixed,MI,48.000000,66.500000,49.400000,80.200000,2010
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,ME,235.000000,76.100000,69.300000,81.900000,2017
RotavirusVaccinationWIC,Participating,MD,100.000000,77.600000,65.800000,86.200000,2016
RotavirusVaccinationAge,24 Months,TN,237.000000,71.100000,63.200000,77.900000,2016
RotavirusVaccinationWIC,Not Participating ,CO,181.000000,82.400000,73.400000,88.900000,2012
RotavirusVaccinationPoverty,Living At or Above Poverty,WA,187.000000,71.800000,61.600000,80.200000,2014
RotavirusVaccinationFacilityType,Other,DE,48.000000,76.100000,57.000000,88.500000,2015
RotavirusVaccinationAge,19-35 Months,CO,266.000000,73.500000,65.100000,80.400000,2012
RotavirusVaccinationVFCProgramProvider,Participating,MS,193.000000,75.100000,66.800000,81.900000,2017
RotavirusVaccinationWIC,Participating,MT,126.000000,54.100000,42.700000,65.000000,2012
RotavirusVaccinationPoverty,Living Below Poverty,IN,160.000000,46.400000,34.100000,59.200000,2009
RotavirusVaccinationRaceEthnicity,Hispanic,FL,111.000000,63.000000,51.400000,73.300000,2011
RotavirusVaccinationPoverty,Living Below Poverty,ND,42.000000,61.400000,39.900000,79.200000,2014
RotavirusVaccinationWIC,Participating,DE,125.000000,79.100000,69.800000,86.100000,2017
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,ID,182.000000,78.200000,70.300000,84.500000,2016
RotavirusVaccinationRaceEthnicity,Hispanic,VA,37.000000,71.200000,44.700000,88.300000,2016
RotavirusVaccinationFacilityType,Other,SD,87.000000,75.400000,63.000000,84.700000,2015
RotavirusVaccinationFacilityType,Private,GA,204.000000,69.700000,60.400000,77.600000,2012
RotavirusVaccinationAge,19 Months,IL,762.000000,63.500000,57.800000,68.900000,2011
RotavirusVaccinationAge,19 Months,UT,263.000000,75.600000,67.900000,82.000000,2014
RotavirusVaccinationWIC,Participating,TX,990.000000,73.800000,69.000000,78.100000,2015
RotavirusVaccinationVFCProgramProvider,Participating,GA,217.000000,70.000000,61.000000,77.700000,2012
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,UT,133.000000,79.000000,67.600000,87.200000,2014
RotavirusVaccinationWIC,Participating,SC,149.000000,68.200000,58.200000,76.700000,2015
RotavirusVaccinationFacilityType,Mixed,CO,38.000000,79.300000,58.200000,91.300000,2017
RotavirusVaccinationUrbanicity,Living In A Non MSA,MN,45.000000,67.400000,46.700000,83.000000,2014
RotavirusVaccinationPoverty,Living Below Poverty,HI,53.000000,59.600000,43.500000,73.800000,2016
RotavirusVaccinationAge,7 Months,HI,261.000000,72.500000,65.700000,78.300000,2015
RotavirusVaccinationRaceEthnicity,White only  non-Hispanic,NC,145.000000,73.700000,62.100000,82.700000,2013
RotavirusVaccinationFacilityType,Mixed,PA,67.000000,63.800000,45.200000,79.000000,2012
RotavirusVaccinationRaceEthnicity,Asian only  non-Hispanic,TX,93.000000,82.400000,70.900000,90.000000,2017
RotavirusVaccinationFacilityType,Mixed,OK,61.000000,42.000000,29.000000,56.200000,2013
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,MS,84.000000,69.600000,53.200000,82.200000,2012
RotavirusVaccinationWIC,Not Participating ,NE,182.000000,83.800000,75.400000,89.600000,2011
RotavirusVaccinationVFCProgramProvider,Participating,NE,204.000000,75.700000,68.300000,81.800000,2013
RotavirusVaccinationAge,19 Months,DC,369.000000,61.900000,54.800000,68.600000,2011
RotavirusVaccinationRaceEthnicity,Hispanic,OR,48.000000,74.900000,58.900000,86.200000,2013
RotavirusVaccinationAge,7 Months,NH,232.000000,73.100000,65.200000,79.800000,2010
RotavirusVaccinationAge,24 Months,MI,386.000000,63.700000,55.900000,70.900000,2011
RotavirusVaccinationPoverty,Living At or Above Poverty,MD,257.000000,73.100000,65.000000,80.000000,2012
RotavirusVaccinationRaceEthnicity,Black only  non-Hispanic,DC,132.000000,53.300000,42.000000,64.200000,2011
RotavirusVaccinationAge,24 Months,WY,267.000000,78.200000,72.100000,83.300000,2017
RotavirusVaccinationUrbanicity,Living in an MSA Noncentral City,HI,145.000000,51.200000,41.700000,60.600000,2010
RotavirusVaccinationAge,19-35 Months,DE,326.000000,72.500000,65.100000,78.800000,2011
RotavirusVaccinationAge,7 Months,CT,229.000000,46.400000,37.000000,56.000000,2009
RotavirusVaccinationFacilityType,Public,TX,75.000000,23.100000,12.700000,38.300000,2009
